CAS	Chemical	C1	C2	C3	C4	C5	Tmin	Tmax
99-35-4	1,3,5-Trinitrobenzene  	0.18421	-0.00016097	0	0	0	398.4	629.6
118-96-7	2,4,6-Trinitrotoluene  	-1.5128	0.0079553	-1.0066E-05	0	0	357.2	393.2
1120-21-4	Undecane  	0.20515	-0.00023933	0	0	0	247.57	469.08
112-42-5	1-Undecanol  	0.21211	-0.00021815	0	0	0	288.45	561.2
108-05-4	Vinyl acetate  	0.256	-0.0003542	0	0	0	180.35	410
689-97-4	Vinyl acetylene  	0.22838	-0.00035173	0	0	0	173.15	278.25
75-01-4	Vinyl chloride  	0.2333	-0.00039223	0	0	0	119.36	345.6
75-94-5	Vinyl trichlorosilane  	0.21831	-0.00029122	0	0	0	178.35	434.52
7732-18-5	Water  	-0.432	0.0057255	-8.078E-06	1.861E-09	0	273.16	633.15
108-38-3	m-Xylene  	0.20044	-0.00023544	0	0	0	225.3	413.1
95-47-6	o-Xylene  	0.19989	-0.0002299	0	0	0	247.98	417.58
106-42-3	p-Xylene  	0.20003	-0.00023573	0	0	0	286.41	413.1
