CASRN	Tb
2381-34-2	557.15
2384-70-5	457.75
2384-73-8	383.15
2384-75-0	428.15
2384-85-2	452.45
2384-90-9	378.65
23843-64-3	490.15
2385-77-5	480.6
2386-60-9	472.17
2388-14-9	493.95
23902-89-8	565.15
2392-68-9	522.65
2393-23-9	509.65
23936-60-9	457.2
2396-53-4	591.65
2396-60-3	613.15
2396-63-6	385.15
2396-65-8	435.15
2396-68-1	511.15
2396-83-0	439.65
2396-84-1	468.65
2398-09-6	333.65
2398-10-9	330.65
2398-16-5	525.15
2398-37-0	484.15
2398-68-7	693.15
2400-66-0	634.15
2401-22-1	522.15
2401-73-2	411.15
24017-47-8	533.15
2402-06-4	301.36
2402-78-0	484.15
2402-79-1	523.65
2403-88-5	486.65
2403-89-6	511.15
2404-52-6	220.9
24040-34-4	440.65
24047-72-1	518.15
2406-25-9	363.9
2406-52-2	221.35
2407-68-3	360.15
2408-20-0	396.15
2408-37-9	451.65
24083-19-0	438.15
2409-52-1	501.15
2409-55-4	510.15
2411-36-1	603.15
2412-73-9	558.15
2415-72-7	342.3
24151-93-7	523.15
24152-39-4	467.15
24157-81-1	552.45
24166-13-0	445.15
24168-70-5	323.15
2418-31-7	502.15
2423-01-0	429.15
2424-01-3	385
2424-98-8	377.65
2425-54-9	570
2425-66-3	445.65
2425-74-3	475.15
2425-79-8	539.15
2425-85-6	490.15
2426-07-5	513.15
2426-08-6	442.15
24264-08-2	361.65
243-17-4	674.15
243-46-9	673.15
2430-22-0	479.15
2431-24-5	412.15
2431-30-3	451.15
2432-12-4	504.15
2432-51-1	415.65
24331-72-4	479.15
24346-53-0	447.15
24346-78-9	461.15
24356-00-1	366.15
2436-84-2	414.15
2436-85-3	578.15
2436-90-0	429.6
2436-92-2	564.15
2436-93-3	541.65
2436-96-6	578.15
24363-37-9	355.15
24365-47-7	449.25
2437-03-8	589.65
2437-25-4	550.15
2437-56-1	505.93
2437-73-2	558.15
2437-76-5	507.45
2437-95-8	428.75
2437-98-1	541.15
2438-03-1	546.15
2438-12-2	493.15
2439-54-5	459.85
2439-55-6	620.15
24397-89-5	487.55
24398-88-7	534.15
24410-50-2	495.15
24410-51-3	490.65
24410-52-4	494.15
24422-20-6	310.65
24422-21-7	270.35
24425-13-6	397.15
24425-40-9	521.15
24425-97-6	489.15
24426-16-2	500.65
2443-03-0	421.15
2443-04-1	421.15
2443-91-6	453.15
24438-17-3	546.15
2444-89-5	586.15
24448-19-9	441.15
2445-76-3	453.15
2445-82-1	565.65
24458-48-8	340.15
2447-57-6	571.15
2450-71-7	356.15
2451-00-5	544.15
2452-99-5	370
2453-00-1	365.1
2454-37-7	490.15
24544-04-5	530.15
24545-81-1	493.15
24549-06-2	504.15
2455-24-5	538.15
24554-26-5	473.15
24556-56-7	431.15
2456-27-1	591
2456-43-1	604.2
24560-98-3	428.15
24564-77-0	456.15
24580-52-7	472.15
24589-78-4	404.15
2459-07-6	389.15
2459-09-8	481.15
2459-10-1	467.15
2459-25-8	563.15
24597-12-4	808.15
24599-58-4	492.15
2460-49-3	540.15
24608-84-2	391.15
24608-85-3	391.15
24612-75-7	433.15
2467-09-6	542.65
2467-13-2	623.15
24677-78-9	508.15
2468-21-5	531.15
2470-68-0	545.15
24729-96-2	432.15
2473-01-0	478.37
2473-03-2	518.49
2474-02-4	495.15
2475-44-7	529.15
2475-46-9	447.15
24764-97-4	508.15
24774-58-1	481.15
24800-44-0	540.35
24801-88-5	556.15
2481-94-9	470.15
24813-03-4	468.15
24818-79-9	503.15
24840-05-9	522.15
24856-58-4	527.15
2487-90-3	357.5
2489-77-2	494.35
2489-86-3	539.15
24910-63-2	360.8
2492-22-0	441.15
2492-26-4	375.85
2493-02-9	499.15
24932-48-7	551.2
24932-49-8	550.15
24934-91-6	356.15
2495-35-4	501.15
2495-37-6	504.15
2496-92-6	327.15
24964-64-5	483.15
24965-84-2	438.15
24965-87-5	439.2
2497-07-6	429.65
2497-18-9	438.6
2497-21-4	411.65
2497-91-8	513.65
250-84-0	498.15
25006-60-4	436.65
25013-15-4	442.65
25013-16-5	541.15
2504-64-5	474.65
25044-01-3	391.65
2508-18-1	479.15
2508-23-8	362.65
2508-29-4	494.65
25081-39-4	512.65
25103-58-6	515.65
2511-10-6	502.55
25117-74-2	531.15
25117-75-3	515.65
2512-81-4	400.65
25136-55-4	390.65
2514-91-2	437.15
25144-04-1	423.65
25144-05-2	421.65
25148-87-2	423.15
25152-85-6	418.15
25154-52-3	590.76
25155-15-1	449.5
25155-23-1	527.15
2516-33-8	396.65
2516-34-9	355.15
2516-47-4	358.15
2516-93-0	381.15
2516-99-6	418.65
25167-31-1	334.45
25167-70-8	376.15
25167-82-2	525.15
25168-26-7	590.15
2517-43-3	430.15
25186-47-4	474.65
25201-40-5	431.55
2523-55-9	425.15
2523-56-0	426.65
25234-83-7	473.15
25235-85-2	402.65
25238-02-2	462.15
2524-02-9	279.45
2524-03-0	339.65
2524-04-1	318.15
2524-52-9	516.15
25240-93-1	249.45
25245-34-5	403.65
2525-62-4	436.15
25265-71-8	504.95
25265-77-4	517.15
25276-70-4	593.86
2528-61-2	398.35
25291-17-2	379.55
253-52-1	589.15
253-82-7	514.15
2530-26-9	489.25
2530-46-3	526.45
2530-83-8	393.15
2530-85-0	463.15
2530-87-2	468.65
2530-99-6	307.15
25309-64-2	482.15
25309-65-3	510.15
2531-80-8	463.65
2532-58-3	363.92
2532-64-1	411.15
2532-65-2	418.15
2532-67-4	400.55
2532-68-5	404.15
2532-69-6	411.15
25321-09-9	473.6
25321-14-6	573.15
25323-30-2	333.15
2533-69-9	421.65
25339-17-7	493
25340-17-4	455.05
25340-18-5	490.7
25346-31-0	403.15
25346-32-1	386.15
25346-33-2	417.15
25355-59-3	393.15
25355-61-7	310.15
25360-10-5	469.15
25382-52-9	380.15
2539-53-9	451.15
25395-31-7	532.15
254-87-5	510.65
25414-22-6	383.65
25415-67-2	436.15
25415-70-7	445.15
25419-06-1	390.55
25419-36-7	509.15
25419-37-8	509.15
25430-97-1	500.15
25465-65-0	492.15
2547-26-4	488.15
2547-27-5	478.15
2547-61-7	443.15
25486-92-4	507.65
2549-90-8	546.65
2549-93-1	515.65
25498-49-1	515.55
2550-04-1	372.95
2550-06-3	454.65
2550-21-2	413.15
2550-22-3	410.15
2550-26-7	506.65
2550-28-9	422.15
2551-62-4	209.25
2551-83-9	420.15
2553-19-7	575.15
2554-06-5	497.15
2555-49-9	520.15
25570-03-0	398.65
25584-83-2	350.15
25586-43-0	532.15
25597-16-4	387.65
25601-84-7	436.65
25604-71-1	261.15
25607-16-3	549.15
25611-78-3	584.15
2562-38-1	453.15
25620-58-0	505.15
25639-42-3	440.65
25641-99-0	546.55
2565-39-1	415.15
25659-22-7	400.15
2567-14-8	404.7
2568-30-1	430.65
2568-33-4	472.15
2568-90-3	452.35
2568-91-4	438.65
25680-58-4	460.15
2570-26-5	586.15
2571-39-3	614.15
25710-89-8	280.75
25711-26-6	510.65
25724-34-9	350.3
25724-60-1	442.04
25727-08-6	460.65
2575-20-4	583.65
25779-13-9	546.15
2578-75-8	394.05
2579-20-6	493.15
25790-55-0	361.15
25812-30-0	431.65
25843-45-2	371
2586-62-1	569.15
2586-89-2	380.31
25868-47-7	423.85
25876-47-5	377.15
2588-03-6	391.65
2589-15-3	605.87
2589-71-1	455.65
25899-50-7	400.65
2591-57-3	444.65
2591-86-8	495.65
25939-05-3	431.25
2594-20-9	447.15
2595-54-2	417.15
2597-03-7	348.15
2597-95-7	385.65
25979-07-1	419.15
2598-31-4	396.65
25991-93-9	382.65
260-94-6	619.15
26002-80-2	603.65
26037-72-9	375.35
26049-69-4	401.15
26049-71-8	375.45
2607-03-6	498.2
26073-26-7	391.15
26087-47-8	399.15
261-31-4	614.15
2612-33-1	465.65
2612-46-6	351.15
26120-52-5	409.65
26127-08-2	337.15
26129-32-8	475.95
2613-61-8	420.76
2613-65-2	394.25
2613-66-3	394.25
2613-69-6	396.15
2613-72-1	390.15
26148-68-5	363.15
26153-88-8	395.15
26171-78-8	516.25
26171-83-5	463.65
26172-55-4	382.85
261763-02-4	469.15
26184-62-3	391.65
26185-81-9	780.15
26185-82-0	786.15
26185-83-1	751.15
26186-00-5	572.16
26186-02-7	507.16
26186-03-8	773.15
26189-59-3	402.65
26190-82-9	537.65
26196-45-2	480.65
26198-63-0	369.55
262-12-4	539.15
262-20-4	584.25
2621-46-7	471.45
2621-78-5	503.15
2621-79-6	516.65
2622-14-2	383.15
2622-21-1	418.15
26227-73-6	448.15
2623-23-6	495.15
2623-50-9	539.15
2623-54-3	428.15
2624-44-4	332.75
26249-20-7	334.15
2625-29-8	442.15
2625-35-6	424.15
26256-87-1	515.15
26259-90-5	408.15
2627-86-3	461.15
2627-95-4	312.15
2628-16-2	533.15
2628-17-3	502
26288-16-4	442.15
2629-72-3	562.15
2631-37-0	390.15
2631-68-7	592.6
26311-17-1	394.15
26311-45-5	533.85
2633-54-7	365.65
2633-57-0	415.15
26330-51-8	450.15
26356-06-9	405.15
2636-26-2	392.65
2639-63-6	481.15
2639-64-7	535.15
2642-71-9	384.15
26423-60-9	363.15
26423-61-0	363.15
26423-63-2	370.15
26437-45-6	624.15
26438-24-4	598.15
26438-26-6	639
26438-27-7	652
26438-28-8	676.15
26444-18-8	450.45
26447-28-9	504.15
26448-91-9	457.65
2646-17-5	498.15
26464-32-4	419.15
26472-00-4	473
2648-61-5	522.15
2648-69-3	467.7
26489-01-0	497.15
26513-20-2	550.15
26519-91-5	345.93
2652-13-3	580.65
26523-63-7	309.25
26523-64-8	319.65
26533-33-5	481.55
26533-34-6	457.15
26533-35-7	453.15
26541-57-1	459.15
26549-22-4	336.15
26549-24-6	410.15
26549-25-7	430.15
2655-14-3	394.15
2655-27-8	531.15
2655-83-6	480.15
2655-84-7	479.15
26555-40-8	406.65
26560-94-1	521.65
2657-65-0	533.15
26571-79-9	503.15
26590-20-5	459.55
26630-60-4	415.15
26638-19-7	369.75
26645-10-3	332.65
26675-46-7	321.65
26717-47-5	468.15
26717-79-3	460.15
26718-82-1	705.15
2674-91-1	363.45
26747-87-5	279.1
2675-77-6	541.15
26761-40-0	740
26762-93-6	492.65
26780-96-1	405.15
2679-87-0	354.35
26798-98-1	429.15
26807-65-8	383.55
2681-83-6	513.15
26817-31-2	584.15
26825-83-2	644.15
26825-94-5	459.15
2687-25-4	528.15
2688-84-8	581.15
2689-59-0	558.15
26907-37-9	387.65
26909-37-5	499.15
2694-54-4	2377.65
26952-21-6	459.15
26952-23-8	365.15
2696-84-6	497.15
2696-92-6	267.77
26963-33-7	469.15
26967-76-0	518.15
2698-41-1	585.15
26981-81-7	471.15
2699-79-8	217.75
2700-30-3	468.6
27035-39-8	343.15
2706-56-1	486.15
2706-90-3	413.15
27063-27-0	593.15
271-44-3	542.15
271-58-9	488.15
271-63-6	543.15
271-89-6	447.15
27107-89-7	485.15
27126-93-8	428.15
27129-86-8	503.15
27129-87-9	492.65
2713-09-9	168.25
27134-24-3	508.15
27137-85-5	533.15
2717-42-2	555.15
2719-27-9	453.15
2719-52-0	463.15
27193-28-8	554.65
27196-00-5	562.15
272-16-2	493.15
2721-38-2	423.65
27215-10-7	529.15
2725-82-8	475.15
27254-36-0	576.95
2726-21-8	577.2
27262-47-1	534.15
27292-46-2	378.65
27298-98-2	478.15
273-13-2	477.7
273-53-0	455.65
27304-13-8	626.15
2735-04-8	603.15
27356-52-1	542.15
2736-37-0	390.15
2736-40-5	413.15
2736-73-4	324.65
27361-16-6	473.15
27375-52-6	374.15
27378-01-4	371.15
2738-18-3	394.8
2738-19-4	368.56
274-09-9	445.65
274-40-8	478.15
2740-81-0	534.15
2741-16-4	449.95
27424-87-9	547.15
2746-14-7	397.6
27464-82-0	475.65
2747-31-1	438.15
2749-11-3	447.65
2749-59-9	378.15
275-51-4	515.16
27519-02-4	612.15
27522-11-8	439.15
2754-27-0	378.4
27554-26-3	694
27568-90-7	327.45
2757-23-5	371.15
27574-98-7	468.15
27578-60-5	459.15
2758-18-1	430.65
27589-33-9	494.15
27605-76-1	493.15
27607-77-8	413.55
27610-92-0	503.15
27636-33-5	404.55
2765-04-0	519.65
2765-11-9	570.15
2765-18-6	545.96
2765-29-9	507.15
2767-41-1	378.65
2767-47-7	483.65
2767-54-6	495.65
2767-84-2	396.15
2768-02-7	396.05
2768-41-4	372.65
2769-64-4	397.65
27695-55-2	508.15
27700-43-2	403.15
27712-54-5	321.85
27742-38-7	430.65
27758-60-7	452.15
27778-78-5	573.15
27779-29-9	492.15
2778-68-9	442.15
278-30-8	409.15
27802-85-3	473.15
27813-02-1	513.15
27816-53-1	535.2
2782-70-9	331.15
2782-91-4	518.15
27827-87-8	335.65
2783-94-0	435.55
27848-80-2	473.15
2785-89-9	509.65
27858-07-7	448.15
2787-43-1	350.15
2787-45-3	350.15
2787-79-3	436.65
27871-49-4	417.6
27893-41-0	425.15
279-23-2	378.45
27911-72-4	757.15
27939-60-2	450.15
27945-43-3	488.15
27961-70-2	319.15
2799-16-8	433.15
2799-17-9	433.15
280-33-1	420.44
280-57-9	447.15
280-65-9	442.65
2801-84-5	473.15
2804-00-4	478.35
2804-50-4	279.95
28051-68-5	305.15
28054-58-2	308.55
28054-61-7	332.65
28056-54-4	431.15
2806-85-1	408.35
2806-97-5	339.15
28069-72-9	369.65
2807-30-9	424.5
2808-71-1	404.76
2808-76-6	400.25
2808-77-7	401.15
2808-79-9	401.65
2808-80-2	395.15
28081-12-1	407.15
28081-14-3	366.15
2809-64-5	507.15
2809-67-8	410.88
2809-69-0	402.65
2810-04-0	491.15
2810-69-7	647.65
2812-73-9	381.15
28122-24-9	564.69
28122-25-0	564.01
28122-27-2	567.15
28122-28-3	569.15
28122-29-4	570.15
2813-95-8	443.15
28148-04-1	448.15
28149-15-7	491.65
2815-34-1	435.15
2816-57-1	448.15
28163-64-6	470.15
2817-71-2	412.15
28178-42-9	390.15
2819-48-9	400.15
2819-86-5	540.15
2823-94-1	408.65
28249-77-6	400.65
2825-15-2	577.15
2825-82-3	455.15
2827-46-5	375.65
28292-42-4	414.15
28332-44-7	425.15
2834-23-3	367.65
2835-21-4	371.15
2835-33-8	463.15
2835-77-0	553.15
2836-03-5	491.15
2836-04-6	543.15
2837-89-0	261.05
28399-17-9	462.15
2842-38-8	397.15
28434-00-6	503.15
28446-68-6	406.65
2845-82-1	340.65
2845-89-8	466.65
28467-75-6	518.15
28467-92-7	516.15
2847-72-5	461.05
28479-22-3	380.15
285-67-6	375.15
2854-16-2	424.05
2855-08-5	390.15
2855-13-2	520.15
28553-12-0	682
28556-81-2	356.65
2856-63-5	524.15
28562-53-0	353.95
2857-97-8	352.15
2858-66-4	468.15
28588-75-2	553.15
2859-67-8	557.15
2859-68-9	533.35
2859-78-1	527.65
28597-01-5	515.65
286-08-8	389.65
286-18-0	423.15
286-20-4	404.65
286-62-4	462.15
286-99-7	420.15
28616-48-0	361.9
28623-46-3	647.15
28652-72-4	528.45
28660-63-1	417.55
2867-05-2	424.15
2868-37-3	388.05
28685-60-1	508.15
2869-34-3	553.15
287-23-0	285.66
287-27-4	368.12
287-92-3	322.4
2870-04-4	463.19
28715-26-6	489.15
2873-74-7	490.15
2873-89-4	525.15
2875-18-5	375.15
28752-82-1	403.15
2876-35-9	553.25
2876-44-0	628.15
2876-45-1	612.15
2876-46-2	596.15
2876-51-9	625.15
2876-52-0	610.15
2876-53-1	595.15
2876-62-2	590.15
2876-63-3	579.15
2876-78-0	429.15
2878-14-0	351.15
28785-06-0	509.65
288-05-1	383.6
288-13-1	460.15
288-14-2	367.9
288-32-4	530.15
288-36-8	477.15
288-39-1	367.15
288-42-6	342.65
288-47-1	391.15
288-88-0	533.15
288-92-6	394.15
288-99-3	423.15
28802-49-5	423.15
28805-86-9	512.65
28808-62-0	393.15
2882-19-1	421.15
2882-96-4	555.15
2882-97-5	571.15
2882-98-6	535.26
28823-41-8	384.65
2883-02-5	554.66
2883-07-0	543.15
2883-08-1	568.35
2883-12-7	545.15
2883-45-6	424.15
2883-98-9	569.15
28832-55-5	380.15
28832-64-6	444.65
2884-06-2	459.15
2885-00-9	633.16
2886-59-1	422.15
289-06-5	477.15
289-80-5	481.15
289-95-2	396.9
2890-62-2	459.35
28900-10-9	415.65
28947-77-5	789.15
28950-34-7	458.15
2896-87-9	377.65
28968-07-2	424.65
2897-21-4	406.65
2897-46-3	543.15
28994-41-4	585.15
290-37-9	389.15
290-67-5	349.15
290-87-9	387.15
29003-73-4	466.65
29006-01-7	436.15
29008-35-3	453.15
2902-69-4	529.65
29040-46-8	493.15
2905-56-8	518.15
2905-65-9	504.15
2905-82-0	510.65
29053-27-8	404.95
2906-12-9	423.15
29063-28-3	468.15
29072-93-3	373.15
29082-74-4	357.95
290835-85-7	525.65
2909-79-7	524.65
291-21-4	649.43
291-64-5	391.94
29110-68-7	367.35
29113-63-1	481.65
29136-19-4	683.15
29138-91-8	608.15
2914-69-4	382.65
2916-14-5	418.25
2916-31-6	364.65
29169-64-0	494.15
2917-19-3	429.65
2917-26-2	607.16
2917-46-6	434.15
2917-47-7	414.15
2917-65-9	409.15
2917-96-6	435.65
29172-20-1	406.15
2919-23-5	397.15
292-64-8	424.29
29202-04-8	328.65
2922-51-2	592.15
2923-68-4	553.15
2927-34-6	384.65
2928-43-0	369.15
29281-39-8	379.15
2929-52-4	433.9
293-55-0	451.55
293-96-9	475.15
29316-05-0	473.15
2933-74-6	560.15
29342-53-8	435.15
2935-44-6	493.95
29369-63-9	566.15
2937-50-0	383.15
2938-98-9	463.15
29385-43-1	433.15
29387-86-8	443.15
29394-58-9	419.15
294-41-7	494.15
294-62-2	512.15
294-65-5	541.15
2941-19-7	494.15
2941-20-0	479.15
2941-64-2	405.15
2943-75-1	371.15
2944-49-2	472.15
29462-18-8	470.65
2947-60-6	521.15
2947-61-7	515.65
29472-95-5	519.15
29477-83-6	483.65
29488-27-5	430.15
2949-22-6	340.15
295-02-3	529.15
295-05-6	555.15
295-17-0	544.15
295-20-5	568.15
295-48-7	559.15
295-51-2	580.15
295-65-8	573.15
295-68-1	592.15
295-97-6	586.15
2954-50-9	579.65
2955-88-6	460.15
29553-26-2	390.15
29555-02-0	464.15
29559-52-2	417.65
29559-55-5	419.15
29560-84-7	420.15
29576-14-5	377.15
296-00-4	603.15
296-18-4	598.15
296-21-9	614.15
296-44-6	610.15
296-47-9	624.15
296-56-0	621.15
29604-75-9	531.15
2961-47-9	538.15
29611-03-8	461.15
2964-06-9	503.15
29664-53-7	580.15
29671-92-9	340.95
29681-57-0	355.15
29682-41-5	526.15
2969-81-5	465.15
297-97-2	353.15
2973-27-5	515.65
2977-31-3	470.15
29772-40-5	459.15
2978-58-7	352.65
2979-19-3	453.15
2979-22-8	510.15
298-02-2	556.43
298-03-3	545.2
298-04-4	556.73
298-07-7	321.15
298-18-0	414.4
2980-69-0	482.15
2980-71-4	441.55
29833-69-0	557.15
2984-50-1	335.9
2986-17-6	383.15
2986-54-1	543.85
2987-53-3	507.15
2987-77-1	509.15
29881-14-9	413.15
29882-57-3	370.15
29897-82-3	510.15
29898-32-6	535.65
299-42-3	498.15
299-86-5	390.65
29911-27-1	485.45
29921-50-4	580.65
2993-85-3	470.15
2994-71-0	318.15
29943-42-8	439.65
2998-18-7	420.15
2999-46-4	468.15
300-57-2	428.95
300-62-9	476.15
300-87-8	416.15
3000-79-1	391.15
3001-66-9	459.55
3002-24-2	433.15
3002-57-1	617.15
30026-92-7	540.15
3003-84-7	423.6
30030-25-2	502.15
30031-64-2	417.65
30041-69-1	489.65
3005-27-4	378.15
3007-31-6	676.15
3007-53-2	453.15
3007-91-8	581.65
3007-97-4	583.15
30077-45-3	422.15
30078-65-0	424.15
30090-17-6	510.15
30093-99-3	372.65
301-11-1	452.15
3010-02-4	443.15
3010-03-5	479.15
3010-96-6	485.65
3012-37-1	505.15
30121-98-3	394.15
30122-12-4	428.15
30129-29-4	489.15
3015-98-3	485.04
30168-50-4	452.15
3017-68-3	358.95
3017-69-4	364.15
3017-70-7	391.15
3017-71-8	367.95
3017-95-6	390.15
3017-96-7	391.15
3018-09-5	357.75
3018-12-0	385.65
3019-20-3	481.15
3019-25-8	411.15
302-01-2	386.65
30207-98-8	518.15
3021-63-4	417.15
3022-41-1	477.15
30223-48-4	466.65
3024-72-4	515.15
3025-30-7	533.15
3027-13-2	532.15
30273-11-1	511.15
303-04-8	341.65
303-53-7	523.15
303-70-8	473.65
3030-47-5	471.15
3031-05-8	553.15
3031-08-1	553.15
3031-73-0	359.15
3031-74-1	368.15
30310-22-6	404.15
30310-80-6	411.15
30318-99-1	454.15
3034-41-1	365.15
3034-53-5	444.15
30345-28-9	319.55
3036-66-6	364.65
304-28-9	466.25
3040-44-6	475.15
3042-22-6	545.15
3042-50-0	477.45
30427-51-1	625.15
3043-33-2	345.15
30433-57-9	425.15
30433-91-1	473.65
3048-64-4	413.65
305-80-6	272.65
30515-28-7	553.15
30516-87-1	353.15
3052-45-7	332.75
30533-63-2	354.25
3054-92-0	430.15
3054-95-3	396.65
30540-31-9	413.15
30544-34-4	440.15
3055-14-9	489.65
30586-10-8	403.15
306-12-7	390.55
306-83-2	301.05
306-92-3	432.5
306-94-5	415.15
306-98-9	374.65
3061-36-7	455.15
3063-94-3	372.05
30645-13-7	259.25
3066-71-5	456.15
3066-75-9	318.65
3068-88-0	345.15
307-11-9	420.15
307-30-2	437.15
307-34-6	379.05
307-35-7	427.6
307-37-9	465.15
307-45-9	417.35
307-55-1	518.15
307-79-9	466.15
3070-53-9	362.65
3071-00-9	799.15
30727-18-5	367.15
3073-66-3	409.78
3073-92-5	391.25
3074-61-1	404.35
3074-64-4	418.35
3074-71-3	413.66
3074-75-7	406.96
3074-76-8	413.76
3074-77-9	413.56
3075-84-1	558.15
3077-12-1	612.15
30777-18-5	686.15
308-24-7	335.15
308-48-5	375.15
3083-23-6	422.15
3084-48-8	436.15
30842-90-1	391.2
3085-76-5	366.65
3086-62-2	472.15
30860-22-1	373.15
3087-37-4	443.15
30899-19-5	403.15
309-00-2	498.49
3091-25-6	558.15
30937-52-1	494.45
30951-88-3	602.15
30957-47-2	397.15
30994-24-2	530.15
31012-29-0	536.15
3102-33-8	395.15
31032-94-7	550.16
31053-99-3	511.15
31059-19-5	608.15
31060-73-8	310.15
31065-88-0	373.95
31083-55-3	471.15
31087-44-2	397.1
311-45-5	442.65
311-89-7	451.15
31116-84-4	541.15
31185-56-5	396.15
312-30-1	462.15
312-40-3	519.15
3121-79-7	433.15
3121-83-3	535.15
31218-83-4	361.15
31241-42-6	598.15
31252-42-3	543.15
31272-21-6	522.15
3128-06-1	547.65
31282-04-9	435.35
31283-43-9	442.15
31294-91-4	441.15
31294-94-7	441.15
31294-96-9	430.15
31295-00-8	438.15
313-06-4	536.15
313-72-4	482.15
3132-64-7	409.85
3132-99-8	507.15
31323-50-9	528.65
3133-01-5	664
31366-00-4	488.95
31366-25-3	552.26
31367-46-1	439.25
31397-22-5	454.15
3140-92-9	483.15
3140-93-0	491.65
3141-12-6	438.65
3141-24-0	533.15
3141-26-2	494.65
3141-27-3	483.45
3142-58-3	446.15
3142-66-3	420.65
3144-54-5	616.15
315-14-0	451.65
31508-08-4	398.15
3153-36-4	457.15
3153-37-5	447.15
3156-74-9	477.15
31576-40-6	499.05
3158-26-7	475.15
31599-60-7	502.15
31599-61-8	504.65
3161-99-7	353.39
3162-62-7	520.15
31698-14-3	531.15
31699-35-1	453.15
31702-33-7	429.15
31703-09-0	304.15
31709-32-7	481.15
3172-52-9	435.15
3173-53-3	442.15
3173-72-6	603
3173-79-3	443.15
3175-23-3	396.15
31751-59-4	437.15
3176-62-3	553.65
3178-22-1	444.65
3178-23-2	525.95
3178-24-3	564.65
3178-29-8	430.66
3179-63-3	436.65
3179-90-6	446.65
3180-09-4	508.15
31805-48-8	434.15
31810-89-6	417.65
3182-26-1	469.95
31841-77-7	439.15
31844-95-8	381.15
31844-96-9	374.15
31849-75-9	388.15
31849-76-0	388.15
31849-78-2	359.3
3187-94-8	351.15
3188-00-9	412.15
3188-13-4	356.15
31883-98-4	474.15
3189-12-6	550.7
319-84-6	561.15
319-88-0	471.55
31938-07-5	419.15
3195-24-2	516.65
3195-78-6	439.65
3195-86-6	378.15
31950-56-8	384.15
31954-27-5	463.15
3196-15-4	441.15
3197-42-0	392.15
31982-00-0	379.2
3199-61-9	549.15
320-60-5	450.65
3200-96-2	311.55
3204-27-1	554.35
32061-49-7	419.15
3208-16-0	365.65
3208-22-8	409.15
3209-22-1	530.65
321-28-8	427.65
321-37-9	454.65
321-38-0	488.15
321-54-0	499.65
321-55-1	422.15
321-60-8	521.15
321-98-2	498.15
3213-79-4	520.15
3215-64-3	457.15
3215-84-7	495.15
3215-85-8	545.15
32161-06-1	491.15
3217-86-5	488.15
3218-02-8	433.15
3219-63-4	394.15
3221-61-2	416.43
32222-06-3	578.55
32226-54-3	543.65
3228-01-1	501.15
3228-03-3	514.15
3228-04-4	498.65
3229-00-3	578.65
323-09-1	485.15
3230-23-7	427.15
3231-93-4	469.65
32315-10-9	476.15
32321-65-6	1180.2
3234-49-9	457.15
32341-91-6	561.15
32341-92-7	562.15
32367-54-7	515.75
3238-38-8	523.15
3238-75-3	469.15
32388-21-9	380.65
32395-96-3	540.15
324-74-3	526.15
3240-09-3	423.15
3240-94-6	465.1
32444-34-1	435.15
32459-62-4	505.65
32460-00-7	437.65
32460-20-1	508.15
325-69-9	375.65
3252-43-5	442.15
3254-63-5	412.15
32541-33-6	446.15
32568-89-1	408.15
326-06-7	497.15
326-59-0	551.15
326-62-5	505.15
326-90-9	476.15
326-91-0	421.04
3260-85-3	487.15
3260-87-5	498.15
3260-88-6	488.15
32607-31-1	272.15
3261-62-9	487.15
32620-08-9	367.85
32638-88-3	422.15
3264-31-1	385.15
32644-15-8	476.15
3266-23-7	331.5
3266-39-5	349.85
32665-23-9	415.15
3268-49-3	438.65
3268-79-9	458.15
327-52-6	417.15
327-54-8	363.35
327-75-3	431.15
327-98-0	381.15
32723-67-4	526.15
32755-26-3	251.17
32764-34-4	457.65
32768-54-0	480.65
3277-26-7	344.15
3277-27-8	459.15
3279-26-3	366.15
3279-95-6	536.15
328-70-1	427.15
328-75-6	344.65
328-84-7	446.6
328-87-0	484.15
3280-08-8	470.15
3282-30-2	380.15
3283-12-3	650.15
32838-55-4	540.65
32852-21-4	493.15
3288-04-8	537.15
3289-28-9	469.15
329-01-1	327.15
32954-58-8	512.15
3296-50-2	434.2
3296-90-0	508.15
32970-37-9	381.65
32976-88-8	317.15
330-64-3	417.15
3301-75-5	402.15
3302-10-1	504.15
3302-16-7	409.15
3308-51-8	345.15
33082-92-7	314.65
33083-83-9	500.15
3309-87-3	374.15
33092-82-9	492.15
331-54-4	303.25
331-87-3	380.15
33100-27-5	274.95
33132-71-7	418.55
33132-75-1	415.15
33184-48-4	515.65
332-14-9	545.2
332-25-2	465.65
332-77-4	434.15
3320-83-0	473.15
3320-90-9	443.7
33207-59-9	454.15
3321-50-4	545.65
33229-89-9	423.65
3328-33-4	472.15
3329-56-4	377.15
333-27-7	369.65
333-29-9	540.15
333-36-8	336.1
333-41-5	529.64
3333-23-1	579.15
3333-44-6	575.15
33357-44-7	545.65
334-48-5	543.15
334-56-5	459.35
334-68-9	498.15
334-88-3	250.15
3340-93-0	483.15
33406-96-1	429.65
3342-99-2	457.95
33425-49-9	621.15
33429-70-8	553.65
33429-72-0	401.15
33467-74-2	475.65
335-27-3	374.55
335-36-4	375.75
335-44-4	371.15
335-48-8	370.15
335-56-8	371.65
335-57-9	355.65
335-58-0	410.5
335-64-8	403.6
335-65-9	391.15
335-67-1	463.65
335-76-2	491.15
