CASRN	Chemical	Vm
7439-94-3	Lutetium	0.0000177811991869919
7439-95-4	Magnesium	0.0000139683908045977
7439-96-5	Manganese	0.00000752575342465753
7439-98-7	Molybdenum	0.0000094078431372549
7439-99-8	Neptunium	0.0000117326732673267
7440-00-8	Neodymium	0.000020576604850214
7440-02-0	Nickel	0.0000065947191011236
7440-03-1	Niobium	0.0000108408401400233
7440-04-2	Osmium	0.00000842210120865985
7440-05-3	Palladium	0.00000886833333333333
7440-06-4	Platinum	0.00000907367441860465
7440-07-5	Plutonium	0.0000123857868020305
7440-08-6	Polonium	0.0000227173913043478
7440-09-7	Potassium	0.0000439303370786517
7440-10-0	Praseodymium	0.0000208135893648449
7440-12-2	Promethium	0.0000199724517906336
7440-13-3	Protactinium	0.0000150023376623377
7440-14-4	Radium	0.0000452
7440-15-5	Rhenium	0.00000895225961538462
7440-16-6	Rhodium	0.00000829887096774194
7440-17-7	Rubidium	0.0000558614379084967
7440-18-8	Ruthenium	0.00000835289256198347
7440-19-9	Samarium	0.0000199946808510638
7440-20-2	Scandium	0.0000150354515050167
7440-21-3	Silicon	0.0000120557177197802
7440-22-4	Silver	0.0000102731428571429
7440-23-5	Sodium	0.000023701030927835
7440-24-6	Strontium	0.0000331893939393939
7440-25-7	Tantalum	0.0000110334146341463
7440-26-8	Technetium	0.00000890909090909091
7440-27-9	Terbium	0.0000193104495747266
7440-28-0	Thallium	0.0000173203389830508
7440-29-1	Thorium	0.0000198323076923077
7440-30-4	Thulium	0.0000181259656652361
7440-31-5	Tin (gray)	0.0000205772230889236
7440-32-6	Titanium	0.0000106229471815357
7440-33-7	Tungsten	0.00000952538860103627
7440-34-8	Actinium	0.0000227
7440-35-9	Americium	0.00002025
7440-36-0	Antimony (gray)	0.0000182275449101796
7440-38-2	Arsenic (gray)	0.0000130299130434783
7440-39-3	Barium	0.000037935635359116
7440-40-6	Berkelium (α form)	0.0000167117726657645
7440-41-7	Beryllium	0.00000487135135135135
7440-42-8	Boron	0.00000461965811965812
7440-43-9	Cadmium	0.0000129356731875719
7440-45-1	Cerium	0.0000206966026587888
7440-46-2	Cesium	0.0000709583555792846
7440-47-3	Chromium	0.00000727216783216783
7440-48-4	Cobalt	0.00000665158013544018
7440-50-8	Copper	0.0000070921875
7440-51-9	Curium	0.0000182827535159141
7440-52-0	Erbium	0.0000184409040793826
7440-53-1	Europium	0.0000290007633587786
7440-54-2	Gadolinium	0.0000199050632911392
7440-55-3	Gallium	0.000011797461928934
7440-56-4	Germanium	0.0000136435360859601
7440-57-5	Gold	0.0000102055440414508
7440-58-6	Hafnium	0.0000134203007518797
7440-60-0	Holmium	0.0000187420454545455
7440-61-1	Uranium	0.0000124622513089005
7440-62-2	Vanadium	0.00000849033333333333
7440-64-4	Ytterbium	0.0000250802898550725
7440-65-5	Yttrium	0.000019889485458613
7440-66-6	Zinc	0.0000091645640594337
7440-67-7	Zirconium	0.0000139914110429448
7440-69-9	Bismuth	0.0000213462717058223
7440-70-2	Calcium	0.0000260246753246753
7440-71-3	Californium	0.0000166225165562914
7440-74-6	Indium	0.000015706976744186
7446-06-2	Polonium(IV) oxide	0.0000270786516853933
7446-07-3	Tellurium dioxide	0.0000270508474576271
7446-08-4	Selenium dioxide	0.0000280911392405063
7446-14-2	Lead(II) sulfate	0.0000482193958664547
7446-15-3	Lead(II) selenate	0.0000549764521193093
7446-18-6	Thallium(I) sulfate	0.0000745686853766618
7446-19-7	Zinc sulfate monohydrate	0.0000560896875
7446-20-0	Zinc sulfate heptahydrate	0.000145978680203046
7446-21-1	Strontium selenate	0.0000542541176470588
7446-22-2	Thallium(I) selenate	0.0000802516363636364
7446-26-6	Zinc pyrophosphate	0.0000812696
7446-27-7	Lead(II) phosphate	0.000115763195435093
7446-31-3	Zirconium(IV) sulfate tetrahydrate	0.0001269325
7446-32-4	Antimony(III) sulfate	0.000146880662983425
7446-33-5	Yttrium sulfate octahydrate	0.000234662307692308
7446-70-0	Aluminum chloride	0.0000537665322580645
7447-39-4	Copper(II) chloride	0.0000395447058823529
7447-40-7	Potassium chloride	0.0000375005030181086
7447-41-8	Lithium chloride	0.000020480193236715
7487-88-9	Magnesium sulfate	0.0000452511278195489
7487-94-7	Mercury(II) chloride	0.0000484821428571429
7488-51-9	Lead(II) selenite	0.0000477428571428571
7488-54-2	Rubidium sulfate	0.0000739609418282548
7488-55-3	Tin(II) sulfate	0.0000517525301204819
75-20-7	Calcium carbide	0.0000288734234234234
7543-51-3	Zinc phosphate tetrahydrate	0.000150733881578947
7550-35-8	Lithium bromide	0.000025070727482679
7553-56-2	Iodine	0.0000514512467058585
7558-79-4	Sodium hydrogen phosphate	0.0000835052941176471
7580-67-8	Lithium hydride	0.0000101910256410256
75926-26-0	Selenium sulfide [Se2S6]	0.000143569672131148
75926-28-2	Selenium sulfide [Se4S4]	0.000134984802431611
7601-54-9	Sodium phosphate	0.0000645433070866142
7601-89-0	Sodium perchlorate	0.0000485876984126984
7631-90-5	Sodium hydrogen sulfite	0.0000703114864864865
7631-94-9	Sodium dithionate dihydrate	0.000110564840182648
7631-95-0	Sodium molybdate	0.0000588342857142857
7631-99-4	Sodium nitrate	0.0000375917735515259
7632-00-0	Sodium nitrite	0.0000317953917050691
7646-69-7	Sodium hydride	0.0000172647482014388
7646-79-9	Cobalt(II) chloride	0.0000386425595238095
7646-85-7	Zinc chloride	0.0000468919848641211
7646-93-7	Potassium hydrogen sulfate	0.0000586935344827586
7647-10-1	Palladium(II) chloride	0.0000443325
7647-14-5	Sodium chloride	0.0000269322580645161
7647-15-6	Sodium bromide	0.000032154375
7647-17-8	Cesium chloride	0.000042216148445336
7681-11-0	Potassium iodide	0.0000532060897435897
7681-38-1	Sodium hydrogen sulfate	0.0000494078189300411
7681-49-4	Sodium fluoride	0.0000151035971223022
7681-55-2	Sodium iodate	0.0000462364485981308
7681-65-4	Copper(I) iodide	0.0000335890652557319
7681-82-5	Sodium iodide	0.0000408430517711172
7693-26-7	Potassium hydride	0.0000280461538461538
7693-27-8	Magnesium hydride	0.0000181524137931034
7699-45-8	Zinc bromide	0.0000500482222222222
7704-34-9	Sulfur (rhombic)	0.000015487922705314
7704-98-5	Titanium hydride	0.0000133021333333333
7704-99-6	Zirconium(II) hydride	0.00001665
7705-07-9	Titanium(III) chloride	0.0000584189393939394
7705-08-0	Iron(III) chloride	0.0000559324137931034
7718-54-9	Nickel(II) chloride	0.000036922792022792
7718-98-1	Vanadium(III) chloride	0.0000524336666666667
7720-78-7	Iron(II) sulfate	0.0000416186301369863
7720-83-4	Titanium(IV) iodide	0.000129182558139535
7721-01-9	Tantalum(V) chloride	0.0000973404891304348
7722-64-7	Potassium permanganate	0.0000585311111111111
7722-76-1	Ammonium dihydrogen phosphate	0.0000639033333333333
7722-88-5	Sodium pyrophosphate	0.000105099604743083
7723-14-0	Phosphorus (white)	0.0000169906747120132
7727-15-3	Aluminum bromide	0.000083341875
7727-21-1	Potassium persulfate	0.000109000806451613
7727-43-7	Barium sulfate	0.0000519799554565702
7727-54-0	Ammonium peroxydisulfate	0.000115137235116044
7727-73-3	Sodium sulfate decahydrate	0.000220682191780822
7733-02-0	Zinc sulfate	0.0000424926315789474
7757-79-1	Potassium nitrate	0.0000480299287410926
7757-82-6	Sodium sulfate	0.0000526085185185185
7757-83-7	Sodium sulfite	0.0000479250950570342
7757-86-0	Magnesium hydrogen phosphate trihydrate	0.0000818455399061033
7757-93-9	Calcium hydrogen phosphate	0.0000465948630136986
7758-01-2	Potassium bromate	0.0000510703363914373
7758-02-3	Potassium bromide	0.0000434313868613139
7758-05-6	Potassium iodate	0.0000550131105398458
7758-09-0	Potassium nitrite	0.0000444407310704961
7758-16-9	Sodium dihydrogen pyrophosphate	0.00011681
7758-87-4	Calcium phosphate	0.0000987824840764331
7758-88-5	Cerium(III) fluoride	0.0000320141302582426
7758-89-6	Copper(I) chloride	0.0000239128019323672
7758-94-3	Iron(II) chloride	0.0000401110759493671
7758-95-4	Lead(II) chloride	0.000046505016722408
7758-97-6	Lead(II) chromate	0.0000528104575163399
7758-98-7	Copper(II) sulfate	0.0000443358333333333
7758-99-8	Copper(II) sulfate pentahydrate	0.00010922353455818
7759-00-4	Manganese(II) metasilicate	0.00003765
7759-01-5	Lead(II) tungstate (raspite)	0.0000537825059101655
7759-02-6	Strontium sulfate	0.0000463838383838384
7761-88-8	Silver(I) nitrate	0.0000390512643678161
7772-98-7	Sodium thiosulfate	0.0000935550295857988
7772-99-8	Tin(II) chloride	0.0000486194871794872
7773-01-5	Manganese(II) chloride	0.00004227208599261
7774-29-0	Mercury(II) iodide (yellow)	0.0000723566878980892
7774-34-7	Calcium chloride hexahydrate	0.000128114035087719
7775-09-9	Sodium chlorate	0.0000425764
7775-11-3	Sodium chromate	0.0000595492647058824
7775-19-1	Sodium metaborate	0.0000267479674796748
7775-41-9	Silver(I) fluoride	0.0000216790840738209
7778-18-9	Calcium sulfate	0.0000459935810810811
7778-39-4	Arsenic acid hemihydrate	0.0000603804
7778-44-1	Calcium arsenate	0.000110575555555556
7778-50-9	Potassium dichromate	0.00010977052238806
7778-53-2	Potassium phosphate	0.0000827870514820593
7778-54-3	Calcium hypochlorite	0.000060843829787234
7778-74-7	Potassium perchlorate	0.0000549797619047619
7778-77-0	Potassium dihydrogen phosphate	0.0000581559829059829
7778-80-5	Potassium sulfate	0.0000655112781954887
7779-90-0	Zinc phosphate	0.0000965425
7782-40-3	Carbon (diamond)	0.00000341901508682038
7782-42-5	Carbon (graphite)	0.00000545954545454546
7782-49-2	Selenium (vitreous)	0.0000184485981308411
7782-61-8	Iron(III) nitrate nonahydrate	0.000240474404761905
7782-63-0	Iron(II) sulfate heptahydrate	0.000146709234828496
7782-64-1	Manganese(II) fluoride	0.0000233505025125628
7782-68-5	Iodic acid	0.0000379935205183585
7782-85-6	Sodium hydrogen phosphate heptahydrate	0.000157685882352941
7782-89-0	Lithium amide	0.0000194610169491525
7782-91-4	Molybdenum(VI) acid monohydrate	0.0000580548387096774
7782-92-5	Sodium amide	0.0000280669064748201
7782-95-8	Sodium dihydrogen hypophosphate hexahydrate	0.000169838290968091
7783-00-8	Selenous acid	0.00004299
7783-03-1	Tungstic acid	0.0000454272727272727
7783-08-6	Selenic acid	0.0000491423728813559
7783-11-1	Ammonium sulfite monohydrate	0.000095145390070922
7783-18-8	Ammonium thiosulfate	0.0000883224076281287
7783-20-2	Ammonium sulfate	0.0000746553672316384
7783-21-3	Ammonium selenate	0.0000816043755697356
7783-28-0	Ammonium hydrogen phosphate	0.0000815657813465102
7783-33-7	Potassium tetraiodomercurate(II)	0.000183310023310023
7783-34-8	Mercury(II) nitrate monohydrate	0.0000796790697674419
7783-35-9	Mercury(II) sulfate	0.0000458500772797527
7783-36-0	Mercury(I) sulfate	0.0000657724867724868
7783-39-3	Mercury(II) fluoride	0.0000266581005586592
7783-40-6	Magnesium fluoride	0.0000197909783989835
7783-46-2	Lead(II) fluoride	0.0000290521327014218
7783-47-3	Tin(II) fluoride	0.0000342903719912473
7783-48-4	Strontium fluoride	0.000029627358490566
7783-49-5	Zinc fluoride	0.0000211032653061224
7783-50-8	Iron(III) fluoride	0.0000291576227390181
7783-51-9	Gallium(III) fluoride	0.0000283485458612975
7783-52-0	Indium(III) fluoride	0.0000391373576309795
7783-53-1	Manganese(III) fluoride	0.0000316194915254237
7783-56-4	Antimony(III) fluoride	0.0000408116438356164
7783-57-5	Thallium(III) fluoride	0.0000302171098265896
7783-59-7	Lead(IV) fluoride	0.0000422686567164179
7783-62-2	Tin(IV) fluoride	0.0000407330543933054
7783-63-3	Titanium(IV) fluoride	0.0000442676912080057
7783-64-4	Zirconium(IV) fluoride	0.0000377467268623025
7783-68-8	Niobium(V) fluoride	0.0000695918518518519
7783-71-3	Tantalum(V) fluoride	0.0000582151898734177
7783-75-7	Iridium(VI) fluoride	0.000063793125
7783-81-5	Uranium(VI) fluoride	0.0000691589390962672
7783-83-7	Ammonium iron(III) sulfate dodecahydrate	0.000281983625730994
7783-85-9	Ammonium iron(II) sulfate hexahydrate	0.000210827419354839
7783-86-0	Iron(II) iodide	0.0000584252830188679
7783-89-3	Silver(I) bromate	0.000045253358925144
7783-90-6	Silver(I) chloride	0.0000257771582733813
7783-92-8	Silver(I) chlorate	0.0000431871331828442
7783-93-9	Silver(I) perchlorate	0.000073884176764077
7783-95-1	Silver(II) fluoride	0.0000318482532751092
7783-96-2	Silver(I) iodide	0.0000413330985915493
7783-97-3	Silver(I) iodate	0.0000511338155515371
7783-98-4	Silver(I) permanganate	0.000050513140311804
7783-99-5	Silver(I) nitrite	0.0000345551313721087
7784-01-2	Silver(I) chromate	0.0000589742222222222
7784-02-3	Silver(I) dichromate	0.0000905081761006289
7784-03-4	Silver(I) tetraiodomercurate(II)	0.000151465573770492
7784-05-6	Silver(I) selenite	0.0000577892074198988
7784-07-8	Silver(I) selenate	0.0000627080419580419
7784-09-0	Silver(I) phosphate	0.0000657105180533752
7784-11-4	Aluminum bromide hexahydrate	0.000147553149606299
7784-13-6	Aluminum chloride hexahydrate	0.000100680567139283
7784-16-9	Sodium tetrachloroaluminate	0.0000954149253731343
7784-17-0	Cesium aluminum sulfate dodecahydrate	0.000288424365482234
7784-18-1	Aluminum fluoride	0.0000270893548387097
7784-19-2	Ammonium hexafluoroaluminate	0.000109599438202247
7784-23-8	Aluminum iodide	0.000102435929648241
7784-24-9	Potassium aluminum sulfate dodecahydrate	0.000275807558139535
7784-26-1	Aluminum ammonium sulfate dodecahydrate	0.000274744848484848
7784-27-2	Aluminum nitrate nonahydrate	0.000218101162790698
7784-29-4	Rubidium aluminum sulfate dodecahydrate	0.000274083684210526
7784-30-7	Aluminum phosphate	0.000047637890625
7784-31-8	Aluminum sulfate octadecahydrate	0.000394334911242604
7784-33-0	Arsenic(III) bromide	0.0000925394117647059
7784-40-9	Lead(II) hydrogen arsenate	0.0000584048460373549
7784-41-0	Potassium dihydrogen arsenate	0.0000627296167247387
7784-44-3	Ammonium hydrogen arsenate	0.0000884442211055276
7784-45-4	Arsenic(III) iodide	0.0000963287526427061
7784-46-5	Sodium arsenite	0.0000694711229946524
7784-48-7	Nickel(II) arsenate octahydrate	0.000120088353413655
7785-20-8	Nickel(II) ammonium sulfate hexahydrate	0.000205722395833333
7785-23-1	Silver(I) bromide	0.0000290219474497682
7785-84-4	Sodium trimetaphosphate	0.000122845381526104
7785-87-7	Manganese(II) sulfate	0.0000464618461538462
7786-30-3	Magnesium chloride	0.0000409509677419355
7786-81-4	Nickel(II) sulfate	0.0000385925187032419
7787-32-8	Barium fluoride	0.0000358315961577764
7787-33-9	Barium iodide dihydrate	0.0000854334
7787-34-0	Barium iodate monohydrate	0.0001010296
7787-35-1	Barium manganate(VI)	0.0000528377319587629
7787-36-2	Barium permanganate	0.0000995220159151194
7787-37-3	Barium molybdate	0.0000597527638190955
7787-38-4	Barium nitrite monohydrate	0.0000777839622641509
7787-39-5	Barium sulfite	0.0000489617117117117
7787-40-8	Barium thiosulfate monohydrate	0.0000764202857142857
7787-41-9	Barium selenate	0.0000590084210526316
7787-42-0	Barium tungstate	0.000076422619047619
7787-46-4	Beryllium bromide	0.0000487215007215007
7787-47-5	Beryllium chloride	0.0000420621052631579
7787-49-7	Beryllium fluoride	0.0000223852380952381
7787-52-2	Beryllium hydride	0.0000169661538461538
7787-53-3	Beryllium iodide	0.0000608381944444444
7787-56-6	Beryllium sulfate tetrahydrate	0.000103588304093567
7787-57-7	Bismuth oxybromide	0.0000377330445544554
7787-58-8	Bismuth tribromide	0.0000784426573426573
7787-59-9	Bismuth oxychloride	0.0000337347150259067
7787-60-2	Bismuth trichloride	0.0000663871578947368
7787-61-3	Bismuth trifluoride	0.0000320451807228916
7787-62-4	Bismuth pentafluoride	0.0000547697297297297
7787-63-5	Bismuth oxyiodide	0.0000444296717171717
7787-64-6	Bismuth triiodide	0.00010205832467982
7787-68-0	Bismuth sulfate	0.000139005708661417
7787-69-1	Cesium bromide	0.0000480381489841986
7787-70-4	Copper(I) bromide	0.0000288052208835341
7788-97-8	Chromium(III) fluoride	0.0000286818421052632
7788-98-9	Ammonium chromate	0.0000800373684210526
7788-99-0	Chromium(III) potassium sulfate dodecahydrate	0.00027289781420765
7789-00-6	Potassium chromate	0.0000711322344322344
7789-01-7	Lithium chromate dihydrate	0.0000771655813953488
7789-02-8	Chromium(III) nitrate nonahydrate	0.000222304444444444
7789-04-0	Chromium(III) phosphate	0.000031949347826087
7789-06-2	Strontium chromate	0.0000522076923076923
7789-09-5	Ammonium dichromate	0.000116967517401392
7789-12-0	Sodium dichromate dihydrate	0.000126808085106383
7789-16-4	Cesium hydrogen sulfate	0.0000686085918854415
7789-17-5	Cesium iodide	0.0000576073170731707
7789-18-6	Cesium nitrate	0.0000532540983606557
7789-19-7	Copper(II) fluoride	0.0000240054373522459
7789-23-3	Potassium fluoride	0.0000234258064516129
7789-24-4	Lithium fluoride	0.00000982537878787879
7789-27-7	Thallium(I) fluoride	0.0000267202153110048
7789-28-8	Iron(II) fluoride	0.0000229442542787286
7789-29-9	Potassium hydrogen fluoride	0.0000329548523206751
7789-33-5	Iodine bromide	0.0000480948837209302
7789-36-8	Magnesium bromate hexahydrate	0.000169520087336245
7789-38-0	Sodium bromate	0.000045177245508982
7789-39-1	Rubidium bromide	0.000049364776119403
7789-40-4	Thallium(I) bromide	0.0000379049333333333
7789-41-5	Calcium bromide	0.0000591378698224852
7789-42-6	Cadmium bromide	0.0000524506743737958
7789-43-7	Cobalt(II) bromide	0.0000445501018329939
7789-45-9	Copper(II) bromide	0.0000474212314225053
7789-46-0	Iron(II) bromide	0.0000465170405522002
7789-47-1	Mercury(II) bromide	0.0000595702479338843
7789-48-2	Magnesium bromide	0.0000494927419354839
7789-51-7	Selenium oxybromide	0.0000753757396449704
7789-59-5	Phosphoryl bromide	0.00010158929836995
7789-61-9	Antimony(III) bromide	0.0000830970114942529
7789-67-5	Tin(IV) bromide	0.000131235329341317
7789-68-6	Titanium(IV) bromide	0.000109045400593472
7789-69-7	Phosphorus(V) bromide	0.000119250415512465
7789-75-5	Calcium fluoride	0.0000245518867924528
7789-77-7	Calcium hydrogen phosphate dihydrate	0.0000744969696969697
7789-78-8	Calcium hydride	0.0000247611764705882
7789-80-2	Calcium iodate	0.0000862573008849557
7789-82-4	Calcium molybdate	0.0000459816091954023
7790-21-8	Potassium periodate	0.0000635713101160862
7790-22-9	Lithium iodide trihydrate	0.0000789457983193277
7790-28-5	Sodium periodate	0.0000554124352331606
7790-29-6	Rubidium iodide	0.0000598230985915493
7790-30-9	Thallium(I) iodide	0.0000466601408450704
7790-31-0	Magnesium iodide octahydrate	0.000201064761904762
7790-32-1	Magnesium iodate tetrahydrate	0.000135203636363636
7790-33-2	Manganese(II) iodide	0.0000612593253968254
7790-38-7	Palladium(II) iodide	0.0000600383333333333
7790-39-8	Platinum(II) iodide	0.00007013953125
7790-41-2	Iridium(III) iodide	0.000077422972972973
7790-42-3	Potassium triiodide monohydrate	0.000125093428571429
7790-44-5	Antimony(III) iodide	0.000102128658536585
7790-47-8	Tin(IV) iodide	0.000140432286995516
7790-48-9	Tellurium tetraiodide	0.000125786138613861
7790-59-2	Potassium selenate	0.0000720390879478827
7790-60-5	Potassium tungstate	0.0001045
7790-62-7	Potassium pyrosulfate	0.000111545175438596
7790-63-8	Potassium uranate	0.00010886454248366
7790-67-2	Potassium pyrophosphate trihydrate	0.000164971244635193
7790-69-4	Lithium nitrate	0.0000289689075630252
7790-71-8	Lithium selenate monohydrate	0.0000683046875
7790-74-1	Calcium selenate dihydrate	0.0000796618181818182
7790-75-2	Calcium tungstate	0.0000475115511551155
7790-76-3	Calcium pyrophosphate	0.0000822326860841424
7790-78-5	Cadmium chloride hemipentahydrate	0.0000686366095581605
7790-79-6	Cadmium fluoride	0.0000237611374407583
7790-80-9	Cadmium iodide	0.0000649326241134752
7790-81-0	Cadmium iodate	0.0000713296296296296
7790-84-3	Cadmium sulfate monohydrate	0.0000597596306068602
7790-85-4	Cadmium tungstate	0.00004503125
7790-86-5	Cerium(III) chloride	0.0000620843828715365
7790-98-9	Ammonium perchlorate	0.000060251282051282
7791-03-9	Lithium perchlorate	0.0000438187808896211
7791-07-3	Sodium perchlorate monohydrate	0.0000695326732673267
7791-10-8	Strontium chlorate	0.0000808
7791-11-9	Rubidium chloride	0.0000438119565217391
7791-12-0	Thallium(I) chloride	0.0000342622857142857
7791-13-1	Cobalt(II) chloride hexahydrate	0.000123664241164241
7791-18-6	Magnesium chloride hexahydrate	0.000130321794871795
7791-28-8	Barium bromide dihydrate	0.0000900448648648649
7803-49-8	Hydroxylamine	0.000027297520661157
7803-54-5	Magnesium amide	0.0000405395683453237
7803-55-6	Ammonium metavanadate	0.0000502919174548581
7803-63-6	Ammonium hydrogen sulfate	0.0000646685393258427
7803-68-1	Telluric(VI) acid	0.0000748013029315961
811-54-1	Lead(II) formate	0.0000641900647948164
813-93-4	Bismuth citrate	0.000115118565644881
814-88-0	Cadmium oxalate	0.0000603704819277108
814-89-1	Cobalt(II) oxalate	0.0000486596026490066
814-90-4	Chromium(II) oxalate monohydrate	0.0000640316045380875
814-93-7	Lead(II) oxalate	0.0000559090909090909
814-94-8	Tin(II) oxalate	0.0000580699438202247
84359-31-9	Chromium(III) phosphate hexahydrate	0.000120254125412541
865-44-1	Iodine trichloride	0.0000728946875
868-14-4	Potassium hydrogen tartrate	0.0000950388888888889
917-61-3	Sodium cyanate	0.0000343952380952381
92141-86-1	Cesium metaborate	0.0000474905405405405
940-71-6	Phosphonitrilic chloride trimer	0.000175585353535354
992-98-3	Thallium(I) formate	0.0000501812877263582
