CASRN	Chemical	Vm
12125-08-5	Ammonium hexachloroosmate(IV)	0.000149839590443686
12125-09-6	Phosphonium iodide	0.0000566118881118881
12125-22-3	Palladium(II) sulfide	0.0000206701492537313
12125-25-6	Lutetium nitride	0.0000162908620689655
12125-63-2	Iron(II) telluride	0.0000269779411764706
12133-07-2	Dysprosium silicide	0.0000420521153846154
12133-10-7	Dysprosium(III) sulfide	0.0000692754934210526
12134-02-0	Cobalt phosphide	0.00002325625
12134-22-4	Cesium trioxide	0.0000738374117647059
12134-75-7	Gadolinium silicide	0.0000361728813559322
12134-77-9	Gadolinium(III) sulfide	0.000067327868852459
12136-24-2	Holmium silicide	0.000031140985915493
12136-42-4	Iridium(III) sulfide	0.0000471204901960784
12136-45-7	Potassium oxide	0.0000400834042553192
12136-58-2	Lithium sulfide	0.0000280164634146341
12136-78-6	Molybdenum silicide [MoSi2]	0.0000245338709677419
12136-97-9	Niobium(IV) sulfide	0.00003569
12137-12-1	Nickel(II,III) sulfide	0.0000638029350104822
12137-20-1	Titanium(II) oxide	0.0000129022222222222
12137-25-6	Rubidium superoxide	0.0000391556666666667
12137-27-8	Rhodium(IV) oxide	0.0000187368055555556
12137-83-6	Platinum silicide	0.0000179975806451613
12138-07-7	Thorium(IV) sulfide	0.0000405709589041096
12138-09-9	Tungsten(IV) sulfide	0.0000326276315789474
12138-11-3	Terbium(III) sulfide	0.000065204094488189
12138-17-9	Vanadium(V) sulfide	0.0000874026666666667
12138-28-2	Strontium silicide	0.0000429223880597015
12139-93-4	Cobalt(II) stannate	0.0000477101587301587
12140-41-9	Iron(II) tantalate	0.0000700869031377899
12141-45-6	Aluminum silicate	0.0000498603076923077
12142-33-5	Potassium stannate trihydrate	0.0000934221875
12143-72-5	Tantalum(IV) sulfide	0.0000357256559766764
12143-96-3	Magnesium carbonate dihydroxide trihydrate	0.0000964117647058824
12159-66-9	Erbium sulfide	0.0000709576606260297
12160-99-5	Gadolinium(III) telluride	0.0000905584415584415
12162-21-9	Hafnium(IV) selenide	0.0000450951742627346
12162-59-3	Holmium sulfide	0.0000719689189189189
12163-00-7	Lithium manganate	0.0000299533333333333
12163-20-1	Lutetium sulfide	0.0000712666134185304
12163-22-3	Lutetium telluride	0.0000939397435897436
12163-69-8	Molybdenum phosphide	0.0000172901907356948
12164-94-2	Ammonium azide	0.0000446203566121843
12165-05-8	Rhenium(V) oxide	0.0000646301428571429
12166-29-9	Scandium sulfide	0.000063954295532646
12166-44-8	Scandium telluride	0.000089359168241966
12167-74-7	Calcium hydroxide phosphate	0.000159211093502377
12168-52-4	Iron(II) titanate	0.0000321419491525424
12183-80-1	Aluminum silicate	0.000051524960254372
12186-97-9	Yttrium antimonide	0.0000352874371859296
12187-14-3	Cadmium niobate	0.0000832214968152866
12188-41-9	Titanium(IV) oxide (brookite)	0.0000191525179856115
12201-89-7	Nickel silicide [NiSi2]	0.0000237813664596273
12211-52-8	Ammonium cyanide	0.0000400509090909091
12228-50-1	Manganese boride [MnB2]	0.0000144452830188679
12229-63-9	Thorium boride	0.0000424755364806867
12230-71-6	Barium hydroxide octahydrate	0.000144708256880734
12254-64-7	Americium(III) oxide	0.0000453695836873407
12254-82-9	Cobalt arsenic sulfide	0.0000272
12254-85-2	Chromium arsenide	0.0000254139204545454
12255-48-0	Yttrium arsenide	0.0000293073345259392
12256-04-1	Cobalt arsenide [CoAs3]	0.0000414763157894737
12266-65-8	Manganese carbide	0.0000256640058055152
12279-90-2	Arsenic sulfide	0.000122270285714286
12280-52-3	Cesium hydrogen fluoride	0.0000445362694300518
12280-64-7	Rubidium hydrogen fluoride	0.0000377190909090909
12286-33-8	Tin triphosphide	0.000109184807692308
12291-65-5	Calcium hexaborate pentahydrate	0.000169872314049587
12294-01-8	Yttrium phosphide	0.0000272454545454545
12300-22-0	Samarium silicide	0.0000401809338521401
12310-43-9	Dysprosium boride	0.000029476217765043
12310-44-0	Erbium boride	0.0000300718571428571
12322-34-8	Antimony arsenide	0.0000327803333333333
12323-03-4	Barium sodium niobate	0.000185586481481481
12325-59-6	Hafnium phosphide	0.0000214171779141104
12326-21-5	Uranium(VI) oxide monohydrate	0.0000431266666666667
12333-54-9	Manganese phosphide (Mn2P)	0.000023475
12345-14-1	Barium chromate(V)	0.000122660571428571
12399-08-5	Iodine tetroxide	0.0000756683333333333
12401-56-8	Hafnium silicide	0.0000308763157894737
12419-43-1	Tin(II) hexafluorozirconate	0.000076941567695962
12434-24-1	Europium silicide	0.0000381199633699634
12504-41-5	Silicon monosulfide	0.000032514054054054
12513-27-8	Zinc borate hemiheptahydrate	0.000103007109004739
12536-65-1	Zinc borate pentahydrate	0.00012685521978022
12640-47-0	Cobalt(II) tungstate	0.0000393294871794872
12650-28-1	Barium disilicate	0.0000739175675675676
12688-52-7	Lutetium boride	0.000031173
127-08-2	Potassium acetate	0.0000625108280254777
127-09-3	Sodium acetate	0.0000536871727748691
127-95-7	Potassium hydrogen oxalate hemihydrate	0.0000656138755980861
1271-19-8	Titanocene dichloride	0.000155599375
12770-26-2	Hafnium hydride	0.0000158342105263158
1299-86-1	Aluminum carbide	0.0000609991525423729
13007-92-6	Chromium carbonyl	0.000124325423728814
1301-96-8	Silver(II) oxide	0.0000165156
13011-54-6	Sodium ammonium phosphate tetrahydrate	0.000135759090909091
1302-01-8	Silver subfluoride	0.0000272946511627907
1302-09-6	Silver(I) selenide	0.0000358690360272639
1302-42-7	Sodium aluminate	0.0000177043196544276
1302-52-9	Beryllium aluminum metasilicate	0.000203599242424242
1302-76-7	Aluminum silicate	0.0000440342391304348
1302-81-4	Aluminum sulfide	0.0000743356435643564
1302-82-5	Aluminum selenide	0.0000846203084084958
1302-88-1	Magnesium aluminum silicate	0.000224981923076923
1302-93-8	Aluminum silicate	0.000134401261829653
1303-00-0	Gallium arsenide	0.0000272011809839025
1303-11-3	Indium arsenide	0.0000334638447971781
1303-28-2	Arsenic(V) oxide	0.0000532037037037037
1303-33-9	Arsenic(III) sulfide	0.0000711092485549133
1303-36-2	Arsenic(III) selenide	0.0000814147368421053
1303-60-2	Gold(I) sulfide	0.0000387270909090909
1303-62-4	Gold(III) selenide	0.000135658064516129
1303-86-2	Boron oxide	0.0000273019607843137
1303-96-4	Sodium tetraborate decahydrate	0.000220446820809249
1304-28-5	Barium oxide	0.0000268052447552447
1304-29-6	Barium peroxide	0.0000341383064516129
1304-39-8	Barium selenide	0.0000430856573705179
1304-54-7	Beryllium nitride	0.0000203136531365314
1304-56-9	Beryllium oxide	0.0000083093023255814
1304-76-3	Bismuth oxide	0.0000523549438202247
1304-82-1	Bismuth telluride	0.000103457364341085
1304-85-4	Bismuth subnitrate	0.000296669439935065
1305-62-0	Calcium hydroxide	0.0000336786363636364
1305-78-8	Calcium oxide	0.0000167895209580838
1305-79-9	Calcium peroxide	0.0000248541379310345
1305-84-6	Calcium selenide	0.0000313263157894737
1305-99-3	Calcium phosphide	0.0000725824701195219
1306-19-0	Cadmium oxide	0.0000157558282208589
1306-23-6	Cadmium sulfide	0.0000299370078740157
1306-24-7	Cadmium selenide	0.0000329380378657487
1306-25-8	Cadmium telluride	0.0000387112903225806
1306-38-3	Cerium(IV) oxide	0.0000238518569844789
1307-86-4	Cobalt(III) hydroxide	0.00002748875
1307-96-6	Cobalt(II) oxide	0.0000116354037267081
1307-99-9	Cobalt(II) selenide	0.0000180248366013072
1308-04-9	Cobalt(III) oxide	0.0000320200772200772
1308-06-1	Cobalt(II,III) oxide	0.0000394104746317512
1308-31-2	Iron(II) chromite	0.000044767
1308-38-9	Chromium(III) oxide	0.0000291168582375479
1308-56-1	Copper(II) ferrous sulfide	0.0000436954761904762
1308-80-1	Copper nitride	0.0000350419520547945
1308-87-8	Dysprosium(III) oxide	0.0000477590268886043
1308-96-9	Europium(III) oxide	0.0000474293800539084
1309-33-7	Iron(III) hydroxide	0.0000342522435897436
1309-37-1	Iron(III) oxide	0.0000304167619047619
1309-42-8	Magnesium hydroxide	0.0000246075949367089
1309-48-4	Magnesium oxide	0.0000111955555555556
1309-60-0	Lead(IV) oxide	0.0000248132780082988
1309-64-4	Antimony(III) oxide (valentinite)	0.0000511435087719298
131-74-8	Ammonium picrate	0.000143101744186046
1310-32-3	Iron(II) selenide	0.0000201208955223881
1310-43-6	Iron phosphide (Fe2P)	0.00002098
1310-52-7	Magnesium germanide	0.0000392394822006472
1310-53-8	Germanium(IV) oxide	0.0000246211764705882
1310-58-3	Potassium hydroxide	0.0000274486301369863
1310-61-8	Potassium hydrogen sulfide	0.0000427047337278107
1310-65-2	Lithium hydroxide	0.0000165158620689655
1310-66-3	Lithium hydroxide monohydrate	0.0000277907284768212
1310-73-2	Sodium hydroxide	0.0000187779342723005
1310-82-3	Rubidium hydroxide	0.0000320234375
1311-11-1	Lead(II) oxide hydrate	0.0000927935222672065
1311-93-9	Ammonium tungstate(VI) pentahydrate	0.0013619652173913
1312-41-0	Indium antimonide	0.0000409680156544929
1312-42-1	Indium(III) selenide	0.0000804344827586207
1312-43-2	Indium(III) oxide	0.0000386676880222841
1312-45-4	Indium(III) telluride	0.000106511304347826
1312-73-8	Potassium sulfide	0.0000633689655172414
1312-74-9	Potassium selenide	0.0000686288209606987
1312-81-8	Lanthanum oxide	0.000050047465437788
13126-12-0	Rubidium nitrate	0.0000474189710610933
1313-04-8	Magnesium selenide	0.0000245880952380952
1313-08-2	Magnesium stannide	0.0000464777777777778
1313-13-9	Manganese(IV) oxide	0.0000171135826771654
1313-22-0	Manganese(II) selenide	0.0000245688073394495
1313-27-5	Molybdenum(VI) oxide	0.0000306255319148936
1313-30-0	Sodium molybdophosphate	0.000668268551236749
1313-49-1	Zinc nitride	0.0000360514469453376
1313-59-3	Sodium oxide	0.0000273035242290749
1313-60-6	Sodium peroxide	0.0000278
1313-82-2	Sodium sulfide	0.0000420501077586207
1313-83-3	Sodium sulfide pentahydrate	0.000106405696202532
1313-84-4	Sodium sulfide nonahydrate	0.00016796013986014
1313-85-5	Sodium selenide	0.0000476870229007634
1313-96-8	Niobium(V) oxide	0.0000594653243847875
1313-97-9	Neodymium(III) oxide	0.0000464754143646409
1313-99-1	Nickel(II) oxide	0.000011114880952381
1314-05-2	Nickel(II) selenide	0.0000191180555555556
1314-08-5	Palladium(II) oxide	0.0000147493975903614
1314-11-0	Strontium oxide	0.0000203176470588235
1314-12-1	Thallium(I) oxide	0.0000446182773109244
1314-13-2	Zinc oxide	0.0000145371428571429
1314-15-4	Platinum(IV) oxide	0.0000192443220338983
1314-18-7	Strontium peroxide	0.0000250251046025105
1314-20-1	Thorium(IV) oxide	0.0000264037
1314-22-3	Zinc peroxide	0.0000620433121019108
1314-23-4	Zirconium(IV) oxide	0.0000216941901408451
1314-27-8	Lead(II,IV) oxide	0.0000460099502487562
1314-28-9	Rhenium(VI) oxide	0.0000339427536231884
1314-32-5	Thallium(III) oxide	0.0000447808823529412
1314-34-7	Vanadium(III) oxide	0.000030776386036961
1314-35-8	Tungsten(VI) oxide	0.0000322
1314-36-9	Yttrium oxide	0.0000448926441351889
1314-37-0	Ytterbium(III) oxide	0.0000428347826086957
1314-41-6	Lead(II,II,IV) oxide	0.0000768609865470852
1314-56-3	Phosphorus(V) oxide	0.0000617152173913043
1314-60-9	Antimony(V) oxide	0.0000855865079365079
1314-61-0	Tantalum(V) oxide	0.0000536277912621359
1314-62-1	Vanadium(V) oxide	0.0000542925373134328
1314-68-7	Rhenium(VII) oxide	0.0000794114754098361
1314-80-3	Phosphorus(V) sulfide	0.000109494088669951
1314-84-7	Zinc phosphide [Zn3P2]	0.0000567417582417582
1314-85-8	Phosphorus sesquisulfide	0.000108418719211823
1314-86-9	Phosphorus(III) selenide	0.000228114503816794
1314-87-0	Lead(II) sulfide	0.0000314868421052632
1314-91-6	Lead(II) telluride	0.0000410093091621754
1314-95-0	Tin(II) sulfide	0.0000296801181102362
1314-96-1	Strontium sulfide	0.0000323486486486486
1314-97-2	Thallium(I) sulfide	0.0000525425506555423
1314-98-3	Zinc sulfide (wurtzite)	0.0000238322738386308
1315-01-1	Tin(IV) sulfide	0.0000406311111111111
1315-03-3	Vanadium(III) sulfide	0.0000421442553191489
1315-04-4	Antimony(V) sulfide	0.0000980206310679612
1315-05-5	Antimony(III) selenide	0.0000826850258175559
1315-06-6	Tin(II) selenide	0.0000319854368932039
1315-07-7	Strontium selenide	0.0000366916299559471
1315-09-9	Zinc selenide	0.0000255522123893805
1315-11-3	Zinc telluride	0.0000327135593220339
1317-33-5	Molybdenum(IV) sulfide	0.0000316343873517786
1317-34-6	Manganese(III) oxide	0.0000315748
1317-35-7	Manganese(II,III) oxide	0.0000472752066115702
1317-36-8	Lead(II) oxide (litharge)	0.0000238716577540107
1317-37-9	Iron(II) sulfide	0.0000187042553191489
1317-38-0	Copper(II) oxide	0.0000126061806656101
1317-39-1	Copper(I) oxide	0.0000238485
1317-40-4	Copper(II) sulfide	0.0000200863445378151
1317-41-5	Copper(II) selenide	0.0000237913188647746
1317-42-6	Cobalt(II) sulfide	0.000016696880733945
1317-61-9	Iron(II,III) oxide	0.0000447839458413926
1317-66-4	Iron disulfide	0.0000238994023904382
1317-70-0	Titanium(IV) oxide (anatase)	0.0000204784615384615
1317-80-2	Titanium(IV) oxide (rutile)	0.0000191525179856115
1318-23-6	Aluminum oxyhydroxide	0.0000195403908794788
1319-46-6	Lead(II) carbonate, basic	0.000119323076923077
13255-26-0	Barium metasilicate	0.0000485025
13268-42-3	Ammonium iron(III) oxalate trihydrate	0.000240484831460674
1327-44-2	Potassium aluminum silicate	0.0001087234375
1327-50-0	Antimony(III) telluride	0.0000963569230769231
1327-53-3	Arsenic(III) oxide (arsenolite)	0.0000512541450777202
13283-01-7	Tungsten(VI) chloride	0.000112659090909091
1330-43-4	Sodium tetraborate	0.0000838416666666667
1332-14-5	Copper(II) sulfate, basic	0.0000914252577319588
1332-52-1	Beryllium basic acetate	0.0003250496
1332-58-7	Aluminum silicate dihydrate	0.0000996760617760618
1332-63-4	Manganese(III) hydroxide	0.0000204523255813953
1332-71-4	Cobalt(III) sulfide	0.0000445960416666667
1332-81-6	Antimony(III,V) oxide	0.0000463129518072289
13327-32-7	Beryllium hydroxide (α)	0.0000224098958333333
1333-82-0	Chromium(VI) oxide	0.0000370348148148148
1333-83-1	Sodium hydrogen fluoride	0.0000298052884615385
1335-26-8	Magnesium peroxide	0.000018768
1335-31-5	Mercury(II) oxycyanide	0.000105677927927928
133578-89-9	Vanadyl selenite hydrate	0.0000604449515116942
133863-98-6	Molybdenum(VI) metaphosphate	0.000173710365853659
13400-13-0	Cesium fluoride	0.0000327377155172414
1341-49-7	Ammonium hydrogen fluoride	0.0000380293333333333
13423-61-5	Magnesium chromate heptahydrate	0.000157171091445428
13424-46-9	Lead(II) azide	0.0000619574468085106
1344-28-1	Aluminum oxide (γ)	0.0000256828715365239
1344-43-0	Manganese(II) oxide	0.0000132098696461825
1344-48-5	Mercury(II) sulfide (red)	0.0000284773561811505
1344-54-3	Titanium(III) oxide	0.0000320401248328132
1344-57-6	Uranium(IV) oxide	0.0000246151321786691
1344-58-7	Uranium(VI) oxide	0.0000391817808219178
1344-59-8	Uranium(V,VI) oxide	0.000100487112171838
1344-95-2	Calcium metasilicate	0.0000397815068493151
13444-75-2	Mercury(II) chromate	0.0000522409240924092
13444-94-5	Palladium(II) bromide	0.0000511980769230769
13444-96-7	Palladium(II) fluoride	0.0000250729166666667
13446-03-2	Manganese(II) bromide	0.0000489728620296465
13446-09-8	Ammonium iodate	0.0000584669696969697
13446-10-1	Ammonium permanganate	0.0000617004504504504
13446-18-9	Magnesium nitrate hexahydrate	0.000175620547945205
13446-19-0	Magnesium perchlorate hexahydrate	0.000167322222222222
13446-23-6	Magnesium phosphate octahydrate	0.000187548387096774
13446-24-7	Magnesium pyrophosphate	0.000086934765625
13446-28-1	Magnesium selenate hexahydrate	0.000142816390041494
13446-29-2	Magnesium sulfite hexahydrate	0.000123523255813954
13446-30-5	Magnesium thiosulfate hexahydrate	0.000134354395604396
13446-34-9	Manganese(II) chloride tetrahydrate	0.000103453214845792
13446-48-5	Ammonium nitrite	0.0000378958579881657
13446-49-6	Potassium molybdate	0.000103539130434783
13446-53-2	Magnesium bromide hexahydrate	0.000146102
13446-56-5	Molybdenum(II) bromide	0.0000524077868852459
13446-57-6	Molybdenum(III) bromide	0.000068640081799591
13446-70-3	Rubidium bromate	0.0000579809782608696
13446-71-4	Rubidium chlorate	0.0000529526645768025
13446-72-5	Rubidium chromate	0.000081560545764639
13446-73-6	Rubidium dichromate	0.000124814193548387
13446-74-7	Rubidium fluoride	0.000032645625
13446-75-8	Rubidium hydride	0.00003326
13446-76-9	Rubidium iodate	0.0000601316397228637
1345-04-6	Antimony(III) sulfide	0.0000744662428759316
1345-07-9	Bismuth sulfide	0.0000758342182890855
1345-13-7	Cerium(III) oxide	0.0000529403225806452
1345-25-1	Iron(II) oxide	0.000011974
13450-87-8	Gadolinium(III) sulfate octahydrate	0.000180388888888889
13450-88-9	Gallium(III) bromide	0.0000838577235772358
13450-90-3	Gallium(III) chloride	0.0000712882591093117
13450-91-4	Gallium(III) iodide	0.000100096888888889
13450-92-5	Germanium(IV) bromide	0.000125242656449553
13450-95-8	Germanium(IV) iodide	0.000134257288292457
13451-05-3	Strontium tungstate	0.0000542201390011314
13451-11-1	Tantalum(V) bromide	0.00012429721627409
13451-18-8	Tellurium trioxide	0.0000346351084812623
13453-06-0	Ammonium tellurate	0.0000752910052910053
13453-07-1	Gold(III) chloride	0.0000645374468085106
13453-30-0	Thallium(I) chlorate	0.0000523334545454545
13453-32-2	Thallium(III) chloride	0.0000661153191489362
13453-34-4	Thallium(I) cyanide	0.0000353213245439215
13453-40-2	Thallium(I) perchlorate	0.0000621337423312883
13453-69-5	Lithium metaborate	0.0000228215596330275
13453-71-9	Lithium chlorate	0.0000807792672028597
13453-78-6	Lithium perchlorate trihydrate	0.0000871945652173913
13453-80-0	Lithium dihydrogen phosphate	0.0000422299878098334
13453-84-4	Lithium orthosilicate	0.0000414330543933054
13454-74-5	Cerium(III) tungstate	0.000151218611521418
13454-75-6	Cesium bromate	0.0000634566909975669
13454-81-4	Cesium iodate	0.0000634653608247423
13454-84-7	Cesium perchlorate	0.0000698394950405771
13454-88-1	Copper(II) fluoride dihydrate	0.0000468895705521472
13454-89-2	Copper(II) iodate	0.0000788687273421103
13454-90-5	Copper(II) iodate monohydrate	0.0000885400246305419
13454-94-9	Cerium(III) sulfate octahydrate	0.000248272473867596
13454-96-1	Platinum(IV) chloride pentahydrate	0.000175708641975309
13455-00-0	Diphosphorus tetraiodide	0.000146417994858612
13455-01-1	Phosphorus(III) iodide	0.0000984897129186603
13455-12-4	Platinum(II) bromide	0.0000533672180451128
13455-20-4	Potassium dithionate	0.000104988105726872
13455-21-5	Potassium fluoride dihydrate	0.0000376508
13455-25-9	Cobalt(II) chromite	0.0000441484435797665
13455-28-2	Cobalt(II) iodate	0.0000803021611001965
13455-31-7	Cobalt(II) perchlorate	0.0000774276276276276
13455-34-0	Cobalt(II) sulfate monohydrate	0.0000561724025974026
13460-50-9	Metaboric acid (α form)	0.0000245616591928251
13462-88-9	Nickel(II) bromide	0.0000428433333333333
13462-90-3	Nickel(II) iodide	0.0000598662835249042
13462-93-6	Ammonium dihydrogen arsenate	0.0000687905668541757
13463-12-2	Iron(II) bromide hexahydrate	0.0000697724137931035
13463-22-4	Barium oxalate monohydrate	0.0000914890977443609
13464-36-3	Potassium arsenate	0.0000915053571428571
13464-45-4	Zinc arsenate octahydrate	0.000185641741741742
13464-46-5	Americium(III) chloride	0.0000594548551959114
13464-82-9	Indium(III) sulfate	0.00015053023255814
13465-09-3	Indium(III) bromide	0.000074795358649789
13465-10-6	Indium(I) chloride	0.000035864200477327
13465-11-7	Indium(II) chloride	0.0000510230769230769
13465-30-0	Mercury(II) chlorate	0.0000735274109643858
13465-49-1	Rubidium permanganate	0.0000630876543209877
13465-55-9	Samarium(III) chloride hexahydrate	0.000153281512605042
13465-58-2	Samarium(III) sulfate octahydrate	0.000250180887372014
13465-59-3	Scandium bromide	0.0000305110396570204
13465-84-4	Tetraiodosilane	0.000130659512195122
13465-94-6	Barium nitrite	0.0000709146567717996
13465-95-7	Barium perchlorate	0.00010507125
13465-96-8	Silver(I) metaphosphate	0.000029331240188383
13466-08-5	Sodium bromide dihydrate	0.0000637270642201835
13466-21-2	Barium pyrophosphate	0.000115024871794872
13470-01-4	Strontium iodate	0.0000867056491575818
13470-04-7	Strontium molybdate	0.0000545286343612335
13470-06-9	Strontium nitrite	0.0000641535714285714
13470-08-1	Titanium(III) fluoride	0.0000351885906040268
13470-12-7	Tungsten(II) chloride	0.0000468290441176471
13470-13-8	Tungsten(IV) chloride	0.000070487012987013
13470-14-9	Tungsten(V) chloride	0.000093069587628866
13470-17-2	Tungsten(II) iodide	0.0000644550810014727
13470-26-3	Vanadium(III) bromide	0.0000726635
13472-31-6	Sodium periodate trihydrate	0.0000832105590062112
13472-33-8	Sodium perrhenate	0.0000506855287569573
13472-35-0	Sodium dihydrogen phosphate dihydrate	0.0000816795811518325
13472-45-2	Sodium tungstate	0.0000702918660287081
13476-01-2	Cobalt(II) bromate hexahydrate	0.0001691316
13476-99-8	Vanadium(III) 2,4-pentanedioate	0.000348266
13477-09-3	Barium hydride	0.0000334959134615385
13477-19-5	Cadmium metasilicate	0.0000369598039215686
13477-28-6	Calcium bromide hexahydrate	0.000134487772925764
13477-29-7	Calcium chloride monohydrate	0.0000575888392857143
13477-34-4	Calcium nitrate tetrahydrate	0.000129752197802198
13477-36-6	Calcium perchlorate	0.0000901807547169811
13477-75-3	Aluminum phosphate dihydrate	0.0000621984251968504
13477-89-9	Neodymium(III) chloride hexahydrate	0.000155953043478261
13477-91-3	Neodymium(III) sulfate octahydrate	0.000252910175438596
13477-94-6	Nickel(II) chlorate hexahydrate	0.000161201449275362
13477-98-0	Nickel(II) iodate	0.0000805715976331361
13477-99-1	Nickel(II) iodate tetrahydrate	0.0000947850098619329
13478-00-7	Nickel(II) nitrate hexahydrate	0.000141850731707317
13478-04-1	Cesium periodate	0.0000760110328638498
13478-10-9	Iron(II) chloride tetrahydrate	0.000103011917098446
13478-14-3	Lithium arsenate	0.0000520335504885993
13478-16-5	Magnesium ammonium phosphate hexahydrate	0.000143512865497076
13478-17-6	Molybdenum(II) chloride	0.0000449730458221024
13478-18-7	Molybdenum(III) chloride	0.0000540909090909091
13478-28-9	Chromium(II) iodide	0.0000599617647058824
13478-33-6	Cobalt(II) perchlorate hexahydrate	0.000109887687687688
13478-38-1	Copper(II) nitrate hexahydrate	0.000142824637681159
13478-41-6	Copper(I) fluoride	0.0000116259154929577
13478-45-0	Niobium(V) bromide	0.000112941743119266
13478-49-4	Erbium sulfate	0.000169213586956522
13478-50-7	Lead(II) thiosulfate	0.0000616409266409266
13492-25-6	Mercury(I) nitrite	0.0000675602739726027
13494-80-9	Tellurium	0.0000204749679075738
13510-35-5	Indium(III) iodide	0.000105656929637527
13510-41-3	Praseodymium(III) sulfate octahydrate	0.000252340989399293
13510-42-4	Rubidium perchlorate	0.0000637651724137931
13510-44-6	Silver(I) arsenate	0.000069479345050323
13510-49-1	Beryllium sulfate	0.00004203
13510-89-9	Lead(II) antimonate	0.000150927051671733
13517-06-1	Sodium iodide dihydrate	0.0000758877551020408
13517-10-7	Boron triiodide	0.000116872835820896
13517-27-6	Zinc bromate hexahydrate	0.000167044747081712
13520-56-4	Iron(III) sulfate nonahydrate	0.00026762619047619
13520-76-8	Tungsten(VI) dioxydichloride	0.0000614025695931477
13520-77-9	Tungsten(VI) oxytetrabromide	0.0000944472727272727
13520-78-0	Tungsten(VI) oxytetrachloride	0.0000286619127516778
13520-79-1	Tungsten(VI) oxytetrafluoride	0.0000544043392504931
13520-83-7	Uranyl nitrate hexahydrate	0.00017869359430605
13520-87-1	Vanadyl chloride	0.0000595313953488372
13520-92-8	Zirconyl chloride octahydrate	0.00016871832460733
13530-57-9	Rubidium aluminum sulfate	0.00009825
13530-65-9	Zinc chromate	0.0000533538235294118
13536-53-3	Praseodymium(III) bromide	0.0000720871212121212
13536-79-3	Lanthanum bromide	0.0000742386274509804
13536-80-6	Neodymium(III) bromide	0.0000724441509433962
13537-09-2	Dysprosium(III) hydride	0.0000233132394366197
13537-15-0	Europium(III) sulfate	0.000118660521042084
13550-53-3	Erbium hydride	0.0000224056578947368
13565-96-3	Bismuth molybdate	0.0000654399141630901
13566-17-1	Lead(II) orthosilicate	0.0000666447368421053
13568-32-6	Manganese(II) orthosilicate	0.0000491386861313869
13568-33-7	Lithium nitrite monohydrate	0.0000439393188854489
13568-40-6	Lithium molybdate	0.0000653458646616541
13568-45-1	Lithium tungstate	0.000070544474393531
13568-63-3	Magnesium vanadate	0.0000846738709677419
13569-49-8	Rhenium(III) bromide	0.0000698227868852459
13569-50-1	Cerium(II) hydride	0.0000260792660550459
13569-62-5	Plutonium(III) chloride	0.0000612959719789842
13569-63-6	Rhenium(III) chloride	0.0000608245322245322
13569-70-5	Niobium(IV) chloride	0.000073349375
13569-71-6	Rhenium(IV) chloride	0.0000669426530612245
13569-72-7	Tantalum(IV) chloride	0.0000741977011494253
13569-75-0	Chromium(III) iodide	0.0000813362781954887
13573-08-5	Germanium(II) iodide	0.0000604537037037037
13573-11-0	Magnesium tungstate	0.0000394978229317852
13586-38-4	Ammonium cobalt(II) sulfate hexahydrate	0.000208014210526316
13587-16-1	Lithium hydride-d	0.0000109207317073171
13587-35-4	Copper(II) tungstate	0.0000415173333333333
13597-20-1	Niobium(V) oxychloride	0.0000578666666666667
13597-54-1	Zinc selenate pentahydrate	0.000115227799227799
13597-55-2	Strontium orthosilicate	0.0000594044444444444
13597-65-4	Zinc orthosilicate	0.0000543663414634146
13598-22-6	Beryllium sulfide	0.0000174055084745763
13598-33-9	Strontium hydride	0.0000274969325153374
13598-36-2	Phosphonic acid	0.0000496945454545454
13598-56-6	Uranium(III) hydride	0.0000217164864864865
13598-65-7	Ammonium perrhenate	0.000067567758186398
13600-89-0	Cobalt(III) ammonium tetranitrodiammine	0.000149773604060914
13601-13-3	Copper(II) ferrocyanide	0.000154109545454545
13601-19-9	Sodium ferrocyanide decahydrate	0.000331548630136986
13628-54-1	Gadolinium(III) sulfate	0.00014699756097561
13637-68-8	Molybdenum(VI) dioxydichloride	0.0000600755287009063
13637-76-8	Lead(II) perchlorate trihydrate	0.000176961538461538
13637-84-8	Sulfuryl chloride fluoride	0.0000731574074074074
13675-47-3	Copper(II) dichromate dihydrate	0.000138042432195976
13693-05-5	Platinum(VI) fluoride	0.0000772685
13693-06-6	Plutonium(VI) fluoride	0.0000704724409448819
13693-07-7	Rhodium(VI) fluoride	0.0000699664516129032
13693-08-8	Ruthenium(VI) fluoride	0.0000607514124293785
13693-09-9	Xenon hexafluoride	0.0000688997191011236
13701-86-5	Tungsten(VI) bromide	0.0000961246376811594
13701-90-1	Thallium(III) bromide tetrahydrate	0.000141412876712329
13702-38-0	Bismuth arsenate	0.0000487254901960784
13708-80-0	Americium(III) fluoride	0.0000314795383001049
13709-31-4	Vanadyl trifluoride	0.0000504009760065067
13709-36-9	Xenon difluoride	0.0000391875
13709-38-1	Lanthanum fluoride	0.0000332033898305085
13709-42-7	Neodymium(III) fluoride	0.0000309119815668203
13709-46-1	Praseodymium(III) fluoride	0.0000314131746031746
13709-49-4	Yttrium fluoride	0.00003647525
13709-52-9	Hafnium(IV) fluoride	0.0000358422535211268
13709-56-3	Plutonium(IV) fluoride	0.0000450704225352113
13709-59-6	Thorium(IV) fluoride	0.0000504970491803279
13709-61-0	Xenon tetrafluoride	0.0000513086633663366
13709-94-9	Potassium metaborate	0.0000356121739130435
