CASRN	Chemical Name	MW	Tc	T s, K 	Saturation pressure, Pa	rho(l), kg/m^3	rho(g), kg/m^3	Hvap, J/mol	cp(l), J/(mol*K)	cp(g), J/(mol*K) 	mu(l) Pa*s	mu(g) Pa*s	k(l), W/(m K)	k(g) , W/(m K) 	Pr(l)	Pr(g)	Surface tension, N/m 	Beta thermal expansion coefficient, /K 
1333-74-0	Normal Hydrogen	2.01588	33.2	20.37	101330	70.85	1.332	904.525356	19.69917936	24.26313168	0.0000127	0.0000011	0.119	0.0163	1.04	0.83	0.00192	0.01668
1333-74-0	Normal Hydrogen	2.01588	33.2	21	121500	70.12	1.57	898.07454	20.43497556	24.81749868	0.000012	0.0000012	0.121	0.0169	1.01	0.85	0.00181	0.01761
1333-74-0	Normal Hydrogen	2.01588	33.2	23	204380	67.59	2.533	869.146662	23.16044532	27.15591948	0.0000105	0.0000013	0.126	0.0192	0.96	0.91	0.00147	0.02124
1333-74-0	Normal Hydrogen	2.01588	33.2	25	321000	64.7	3.894	824.898096	26.80515636	30.82078932	0.0000091	0.0000014	0.127	0.022	0.95	0.99	0.00113	0.02657
1333-74-0	Normal Hydrogen	2.01588	33.2	27	477890	61.31	5.806	760.893906	32.22787356	37.00550916	0.0000078	0.0000016	0.122	0.025	1.03	1.15	0.000796	0.03535
1333-74-0	Normal Hydrogen	2.01588	33.2	29	682050	57.12	8.56	668.6875548	41.94441516	49.27617072	0.0000068	0.0000017	0.112	0.029	1.26	1.47	0.000483	0.05282
1333-74-0	Normal Hydrogen	2.01588	33.2	30	804320	54.54	10.44	606.5379744	50.96950992	61.33113312	0.0000063	0.0000019	0.106	0.031	1.5	1.83	0.000333	0.07028
1333-74-0	Normal Hydrogen	2.01588	33.2	31	941650	51.38	12.91	526.8099204	68.05207704	84.80403984	0.0000057	0.000002	0.1	0.035	1.91	2.4	0.000207	0.1052
1333-74-0	Normal Hydrogen	2.01588	33.2	32	1095700	47.09	16.5	414.3842928	115.4796858	150.45318792	0.000005	0.0000022	0.091	0.04	3.15	4.09	0.000106	0.2083
1333-74-0	Normal Hydrogen	2.01588	33.2	33.15	1296400	31.26	31.26				0.0000034	0.0000034	0.06	0.06				
7440-37-1	Argon	39.948	150.8	83.81	68890	1416.8	4.055	6540.28656	44.581968	22.17114	0.0002902	0.00000686	0.13363	0.00536	2.42	0.71	0.01342	0.004294
7440-37-1	Argon	39.948	150.8	87.3	101330	1395.4	5.774	6437.22072	44.621916	22.610568	0.0002603	0.00000717	0.12846	0.00562	2.26	0.721	0.01253	0.004443
7440-37-1	Argon	39.948	150.8	90	133510	1378.6	7.436	6354.12888	44.781708	23.010048	0.00024	0.00000741	0.12451	0.00583	2.16	0.731	0.01185	0.004575
7440-37-1	Argon	39.948	150.8	100	323770	1313.7	16.86	6010.57608	46.099992	25.047396	0.0001813	0.00000835	0.11022	0.00669	1.9	0.782	0.00942	0.005222
7440-37-1	Argon	39.948	150.8	110	665260	1242.8	33.29	5591.52156	48.656664	28.442976	0.0001404	0.00000937	0.09641	0.00773	1.77	0.863	0.00711	0.006219
7440-37-1	Argon	39.948	150.8	120	1213000	1162.8	60.14	5064.20796	53.210736	34.475124	0.0001102	0.00001054	0.08313	0.00915	1.77	0.993	0.00496	0.007886
7440-37-1	Argon	39.948	150.8	130	2025500	1068.1	103.56	4372.70808	62.478672	46.819056	0.0000859	0.00001203	0.07043	0.01145	1.91	1.23	0.003	0.0112
7440-37-1	Argon	39.948	150.8	140	3168200	943.7	178.86	3380.79924	88.8843	84.050592	0.0000636	0.00001432	0.05806	0.01639	2.44	1.84	0.00129	0.02101
7440-37-1	Argon	39.948	150.8	145	3889600	854.3	244.44	2634.5706	135.783252	155.637408	0.0000521	0.00001627	0.05201	0.02253	3.4	2.81	0.00058	0.03975
7440-37-1	Argon	39.948	150.8	150.69	4863000	535.6	535.6											
7440-01-9	Neon	20.1797	44.49	27.11	101340	1206.95	9.579	1730.409275	37.5746014	28.5542755	0.000127	0.0000046	0.113	0.0077	2.09	0.85	0.00478	0.01456
7440-01-9	Neon	20.1797	44.49	29	172870	1172.99	15.647	1681.372604	39.3100556	26.3546882	0.000105	0.000005	0.11	0.0085	1.86	0.77	0.00415	0.016129
7440-01-9	Neon	20.1797	44.49	31	283240	1134.02	24.803	1616.192173	41.9535963	27.1820559	0.0000925	0.0000054	0.108	0.0093	1.78	0.79	0.0035	0.018499
7440-01-9	Neon	20.1797	44.49	33	437820	1091.23	37.584	1536.280561	44.798934	29.6439793	0.0000779	0.0000058	0.102	0.0102	1.7	0.84	0.00187	0.021425
7440-01-9	Neon	20.1797	44.49	35	645430	1044.24	55.106	1439.821595	48.1084048	33.6799193	0.0000659	0.0000061	0.0965	0.0111	1.63	0.92	0.00226	0.025243
7440-01-9	Neon	20.1797	44.49	37	915400	992.03	79.087	1322.779335	52.9717125	40.2383218	0.0000566	0.0000068	0.0886	0.0124	1.68	1.1	0.00169	0.030959
7440-01-9	Neon	20.1797	44.49	39	1258100	932	112.575	1176.47651	61.7297023	52.1443448	0.0000473	0.0000074	0.0789	0.0139	1.83	1.38	0.00115	0.04131
7440-01-9	Neon	20.1797	44.49	41	1685500	857.03	162.165	981.338811	82.5147933	79.0237052	0.0000386	0.0000085	0.0673	0.016	2.35	2.07	0.00065	0.06681
7440-01-9	Neon	20.1797	44.49	43	2212100	739.37	248.26	674.405574	176.7943517	184.2810204	0.0000278	0.0000119	0.0503	0.0228	4.84	4.77	0.0002	0.19549
7440-01-9	Neon	20.1797	44.49	44.49	2678600	481.91	481.91				0.0000167	0.0000167	0.033	0.033				
7782-50-5	Chlorine	70.906	417	172.18	1390	1743.2	0.07	22895.5474	73.03318	31.19864	0.001256	0.0000079	0.1968	0.0043	6.57	0.82	0.0399	
7782-50-5	Chlorine	70.906	417	195	8730	1677.6	0.38	22023.4036	66.65164	31.19864	0.0007885	0.000009	0.1869	0.005	3.97	0.79	0.035	0.00159
7782-50-5	Chlorine	70.906	417	217	34070	1620.3	1.35	21243.4376	65.94258	31.9077	0.0005521	0.00001	0.1767	0.0057	2.91	0.79	0.0306	0.00159
7782-50-5	Chlorine	70.906	417	139.17	101330	1562.5	3.7	20428.0186	66.65164	32.61676	0.0004119	0.0000111	0.1657	0.0065	2.34	0.78	0.0263	0.0017
7782-50-5	Chlorine	70.906	417	267	299850	1486.3	10.1	19272.2508	68.77882	34.74394	0.0003055	0.0000124	0.1511	0.0077	1.96	0.75	0.0212	0.00192
7782-50-5	Chlorine	70.906	417	296	733880	1400.2	23.5	17811.5872	70.906	37.58018	0.0002324	0.0000139	0.1349	0.0091	1.72	0.81	0.0163	0.00225
7782-50-5	Chlorine	70.906	417	324	1482800	1308.6	46.7	16102.7526	73.74224	42.5436	0.000181	0.0000155	0.1181	0.0107	1.59	0.87	0.0119	0.00273
7782-50-5	Chlorine	70.906	417	352	2675900	1204.8	86.3	13975.5726	79.41472	53.1795	0.0001414	0.0000174	0.1004	0.0127	1.58	1.03	0.008	0.00359
7782-50-5	Chlorine	70.906	417	380	4447600	1077.2	156.2	11132.242	96.43216	79.41472	0.000108	0.0000204	0.0817	0.0156	1.8	1.46	0.0043	0.00579
7782-50-5	Chlorine	70.906	417	408.6	7040500	858.4	322.3	6055.3724	256.67972	281.49682	0.0000718	0.0000288	0.0615	0.0519	4.22	5.12	0.0009	0.02397
7782-41-4	Fluorine	37.996806	144.41	53.49	240	1706.7	0.02	7563.64420236	57.94512915	29.143550202	0.0008548	0.0000044	0.2057	0.0041	6.34	0.82	0.0227	0.003887
7782-41-4	Fluorine	37.996806	144.41	64	3740	1640.3	0.268	7278.2881893	56.04528885	29.295537426	0.0004996	0.0000052	0.1924	0.005	3.83	0.8	0.02	0.003831
7782-41-4	Fluorine	37.996806	144.41	74	23220	1576.4	1.452	6987.6126234	56.42525691	29.903486322	0.0003324	0.0000061	0.1788	0.006	2.76	0.8	0.0166	0.004151
7782-41-4	Fluorine	37.996806	144.41	85.04	101320	1501.8	5.641	6625.50306222	57.413173866	31.34736495	0.0002317	0.000007	0.1628	0.0071	2.15	0.81	0.0136	0.004691
7782-41-4	Fluorine	37.996806	144.41	92	210800	1451.6	11.1	6362.5651647	58.477084434	32.829240384	0.0001902	0.0000076	0.1518	0.0079	1.93	0.83	0.0117	0.005158
7782-41-4	Fluorine	37.996806	144.41	102	500900	1373.8	24.96	5922.94211928	60.7948896	35.944978476	0.0001477	0.0000085	0.1354	0.0093	1.75	0.86	0.0092	0.006081
7782-41-4	Fluorine	37.996806	144.41	112	1012900	1286.9	49.27	5385.28731438	64.78455423	40.884563256	0.0001165	0.0000096	0.118	0.0109	1.68	0.95	0.0068	0.007549
7782-41-4	Fluorine	37.996806	144.41	122	1824400	1185.5	90.14	4699.82493414	72.725886684	50.459758368	0.0000914	0.0000109	0.0997	0.013	1.75	1.11	0.0045	0.010384
7782-41-4	Fluorine	37.996806	144.41	132	3023000	1054.7	162	3738.50574234	94.346069298	78.311417166	0.0000688	0.0000131	0.0803	0.0161	2.13	1.68	0.0024	0.01831
7782-41-4	Fluorine	37.996806	144.41	144.41	5172400	592.9	592.9				0.0000456	0.0000178	0.0612	0.0225			0.00055	
7439-97-6	Mercury	200.59	1735	630.1	101300	12737	3.91	59153.991	27.28024	20.86136	0.000884	0.0000617	0.1219	0.0104	0.987	0.617	0.41746	0.000194
7439-97-6	Mercury	200.59	1735	650	145000	12688	5.37	59013.578	27.28024	20.86136	0.00087	0.0000635	0.1236	0.0108	0.957	0.612	0.41338	0.000192
7439-97-6	Mercury	200.59	1735	700	316000	12567	10.9	58632.457	27.48083	21.06195	0.000841	0.0000686	0.128	0.0117	0.9	0.616	0.40314	0.000192
7439-97-6	Mercury	200.59	1735	750	620000	12444	20.1	58211.218	27.68142	21.26254	0.000816	0.0000735	0.1319	0.0126	0.854	0.618	0.39289	0.000198
7439-97-6	Mercury	200.59	1735	800	1120000	12318	34.2	57729.802	28.0826	21.46313	0.000794	0.0000784	0.1351	0.0135	0.823	0.621	0.38265	0.000205
7439-97-6	Mercury	200.59	1735	850	1880000	12190	54.6	57188.209	28.48378	21.66372	0.000776	0.0000835	0.1378	0.0144	0.8	0.626	0.3724	0.000212
7439-97-6	Mercury	200.59	1735	900	2990000	12059	82.7	56586.439	28.88496	21.86431	0.00076	0.0000884	0.1418	0.0153	0.772	0.63	0.36216	0.000218
7439-97-6	Mercury	200.59	1735	950	4530000	11927	119.9	55884.374	29.28614	22.26549	0.000746	0.0000932	0.1445	0.0162	0.754	0.637	0.35191	0.000226
7439-97-6	Mercury	200.59	1735	1000	6580000	11791	167.7	55102.073	29.88791	22.66667	0.000736	0.000098	0.1469	0.0172	0.744	0.644	0.34167	0.000234
7439-97-6	Mercury	200.59	1735	1050	9230000	11650	227.3	53998.828	30.69027	23.26844	0.000723	0.000103	0.1479	0.0181	0.748	0.66	0.33142	0.000246
7664-39-3	Hydrogen Fluoride	20.006343	461.15	292.69	101300	968	2	6602.09319	60.81928272	29.20926078	0.000215	0.0000109	0.402	0.021	1.63	0.76	0.00865	0.00193
7664-39-3	Hydrogen Fluoride	20.006343	461.15	305	152000	945	3.5	7402.34691	62.41979016	29.20926078	0.000191	0.0000122	0.387	0.0218	1.54	0.82	0.00785	0.00208
7664-39-3	Hydrogen Fluoride	20.006343	461.15	325	285000	905	5	8702.759205	65.22067818	29.20926078	0.000161	0.0000135	0.362	0.023	1.45	0.85	0.00675	0.00229
7664-39-3	Hydrogen Fluoride	20.006343	461.15	345	500000	862	10	9703.076355	68.82181992	29.20926078	0.000139	0.0000145	0.335	0.0243	1.43	0.87	0.0056	0.00259
7664-39-3	Hydrogen Fluoride	20.006343	461.15	365	820000	816	14	10603.36179	73.62334224	29.20926078	0.000121	0.0000154	0.31	0.0256	1.44	0.88	0.0046	0.00291
7664-39-3	Hydrogen Fluoride	20.006343	461.15	385	1320000	765	20	11603.67894	80.025372	29.20926078	0.000106	0.0000163	0.283	0.0269	1.5	0.88	0.0035	0.00348
7664-39-3	Hydrogen Fluoride	20.006343	461.15	405	2100000	710	28	12203.86923	88.22797263	29.20926078	0.000093	0.0000172	0.255	0.0283	1.61	0.88	0.0025	0.00446
7664-39-3	Hydrogen Fluoride	20.006343	461.15	425	3150000	640	45	11483.640882	98.43120756	29.20926078	0.0000816	0.0000181	0.227	0.0296	1.77	0.89	0.0016	0.0066
7664-39-3	Hydrogen Fluoride	20.006343	461.15	445	4800000	545	88	7902.505485	111.23526708	29.20926078	0.0000712	0.0000189	0.199	0.0309	1.99	0.89	0.0007	0.01554
7664-39-3	Hydrogen Fluoride	20.006343	461.15	461.15	6490000	290	290				0.0000398	0.0000398		0.032	2.22			
7647-01-0	Hydrogen chloride	36.46094	324.6	188.05	101300	1190	2.5	16115.73548	58.7021134	30.991799	0.000407	0.000009	0.337	0.0086	1.94	0.89	0.0232	0.00231
7647-01-0	Hydrogen chloride	36.46094	324.6	200	180000	1155	5	15751.12608	60.5251604	31.7210178	0.000332	0.0000096	0.323	0.0093	1.71	0.9	0.021	0.00242
7647-01-0	Hydrogen chloride	36.46094	324.6	215	370000	1115	10	15167.75104	63.4420356	33.1794554	0.000259	0.0000104	0.305	0.0105	1.48	0.9	0.0183	0.00255
7647-01-0	Hydrogen chloride	36.46094	324.6	230	670000	1070	15	14438.53224	67.0881296	35.0025024	0.000204	0.0000112	0.285	0.012	1.32	0.9	0.0155	0.00297
7647-01-0	Hydrogen chloride	36.46094	324.6	245	1100000	1020	25	13636.39156	71.098833	37.9193776	0.00016	0.0000121	0.264	0.0135	1.18	0.93	0.0129	0.00327
7647-01-0	Hydrogen chloride	36.46094	324.6	260	1800000	970	40	12688.40712	78.391021	42.2946904	0.000126	0.000013	0.242	0.0156	1.12	0.97	0.0102	0.00326
7647-01-0	Hydrogen chloride	36.46094	324.6	275	2700000	925	55	11521.65704	85.3185996	49.5868784	0.000101	0.0000141	0.219	0.0178	1.08	1.06	0.0077	0.00459
7647-01-0	Hydrogen chloride	36.46094	324.6	290	3800000	845	90	10026.7585	97.3507098	63.4420356	0.000077	0.0000151	0.195	0.0216	1.05	1.22	0.0052	0.00678
7647-01-0	Hydrogen chloride	36.46094	324.6	305	5500000	755	140	7948.48492	119.5918832	99.9029756	0.00006	0.0000168	0.169	0.0269	1.16	1.71	0.0028	0.01938
7647-01-0	Hydrogen chloride	36.46094	324.6	324.6	8309000	450	450				0.000034	0.000034	0.061	0.061				
7704-34-9	Hydrogen sulfide	34.08088	1314	212.8	101300	965	2	18914.8884	62.3680104	34.7624976	0.000423	0.0000092	0.233	0.0091	3.32	1.03	0.029	0.00186
7704-34-9	Hydrogen sulfide	34.08088	1314	220	140000	955	2.6	18574.0796	63.049628	35.1033064	0.000378	0.0000096	0.224	0.0096	3.12	1.03	0.0275	0.00196
7704-34-9	Hydrogen sulfide	34.08088	1314	240	325000	915	5.5	17722.0576	65.0944808	36.8073504	0.000272	0.0000105	0.199	0.0111	2.61	1.02	0.0235	0.00219
7704-34-9	Hydrogen sulfide	34.08088	1314	260	680000	875	11	16529.2268	68.16176	39.5338208	0.000205	0.0000114	0.175	0.0129	2.34	1.03	0.0196	0.00244
7704-34-9	Hydrogen sulfide	34.08088	1314	280	1200000	830	21	15165.9916	72.5922744	43.6235264	0.000162	0.0000124	0.153	0.0147	2.26	1.08	0.016	0.00287
7704-34-9	Hydrogen sulfide	34.08088	1314	300	2000000	780	35	13802.7564	80.090068	49.417276	0.00013	0.0000135	0.131	0.017	2.33	1.15	0.0125	0.00356
7704-34-9	Hydrogen sulfide	34.08088	1314	320	3250000	720	55	11757.9036	89.9735232	60.3231576	0.00011	0.0000148	0.107	0.0198	2.71	1.32	0.0092	0.00455
7704-34-9	Hydrogen sulfide	34.08088	1314	340	4890000	650	95	9201.8376	105.650728	84.5205824	0.000087	0.0000165	0.085	0.0241	3.17	1.7	0.0055	0.00606
7704-34-9	Hydrogen sulfide	34.08088	1314	360	7050000	565	160	4941.7276	149.2742544	219.821676	0.000066	0.0000192	0.062	0.0305	4.66	4.06	0.0022	0.01866
7704-34-9	Hydrogen sulfide	34.08088	1314	373.15	8937000	346	346				0.0000405	0.0000405	0.0495	0.0495				
7664-41-7	Ammonia	17.03052	405.6	195.5	60900	732.9	0.064	25278.400836	71.56224504	35.13396276	0.000559	0.00000684					0.0439	
7664-41-7	Ammonia	17.03052	405.6	239.75	101000	682.1	0.886	23328.406296	75.75175296	39.10207392	0.0002564	0.00000805	0.6137	0.01753	1.86	1.05	0.0339	0.00176
7664-41-7	Ammonia	17.03052	405.6	270	381000	642.9	3.087	21686.664168	78.32336148	44.85838968	0.0001761	0.00000896	0.5443	0.02134	1.49	1.11	0.0269	0.00217
7664-41-7	Ammonia	17.03052	405.6	290	774000	614.8	6.074	20419.59348	80.41811544	50.52955284	0.0001427	0.00000958	0.4996	0.02478	1.35	1.15	0.0224	0.00263
7664-41-7	Ammonia	17.03052	405.6	310	1424000	584.5	11.019	18953.265708	83.39845644	58.29546996	0.0001175	0.00001022	0.4549	0.02867	1.26	1.22	0.018	0.00311
7664-41-7	Ammonia	17.03052	405.6	330	2421000	550.9	18.983	17279.165592	88.14997152	69.45046056	0.00009732	0.00001093	0.4098	0.03319	1.23	1.34	0.0137	0.00403
7664-41-7	Ammonia	17.03052	405.6	350	3866000	512.4	31.334	15247.424556	96.58007892	87.281415	0.00008043	0.00001179	0.3643	0.03914	1.25	1.54	0.0096	0.00536
7664-41-7	Ammonia	17.03052	405.6	370	5878000	465.3	51.729	12669.003828	114.3599418	122.85817128	0.00006549	0.00001305	0.3187	0.0482	1.38	1.95	0.00574	0.0083
7664-41-7	Ammonia	17.03052	405.6	390	8605000	399.6	90.224	8977.638618	175.4995086	241.69713984	0.00005088	0.00001553	0.2734	0.06474	1.92	3.4	0.00221	0.01763
7664-41-7	Ammonia	17.03052	405.6	400	10305000	344.6	131.09	5908.5686088	387.06965856	594.77388048	0.00004202	0.00001845	0.2512	0.08152	3.8	7.9	0.00068	0.04172
630-08-0	Carbon monoxide	28.0101	132.9	81.66	101580	793.12	4.371	6012.367965	60.1096746	31.7074332	0.000154	0.0000071	0.141	0.0069	2.34	1.16	0.00947	0.005544
630-08-0	Carbon monoxide	28.0101	132.9	90	238520	755.35	9.66	5664.202422	61.2860988	34.0602816	0.00012	0.0000075	0.125	0.0082	2.1	1.11	0.00773	0.00633
630-08-0	Carbon monoxide	28.0101	132.9	95	368600	731.15	14.568	5426.396673	62.6305836	36.133029	0.000105	0.0000078	0.116	0.0089	2.02	1.13	0.00671	0.006978
630-08-0	Carbon monoxide	28.0101	132.9	100	544380	705.41	21.204	5160.580824	64.5912906	38.9060289	0.0000935	0.0000081	0.107	0.0097	2.02	1.16	0.00571	0.007828
630-08-0	Carbon monoxide	28.0101	132.9	105	774170	677.71	30.038	4858.912047	67.4483208	42.7434126	0.0000839	0.0000084	0.0982	0.0105	2.06	1.23	0.00473	0.008984
630-08-0	Carbon monoxide	28.0101	132.9	110	1066600	647.44	41.743	4512.147009	71.6498358	48.3174225	0.0000759	0.0000088	0.0893	0.0115	2.17	1.32	0.00378	0.010642
630-08-0	Carbon monoxide	28.0101	132.9	115	1430700	613.63	57.368	4104.600054	78.2322093	57.1125939	0.0000691	0.0000092	0.0803	0.0126	2.4	1.49	0.00286	0.01321
630-08-0	Carbon monoxide	28.0101	132.9	120	1876500	574.58	78.772	3610.50189	89.6883402	72.8542701	0.0000633	0.0000098	0.0714	0.014	2.84	1.82	0.00197	0.01776
630-08-0	Carbon monoxide	28.0101	132.9	125	2415700	526.53	109.99	2974.952721	114.84141	109.1833698	0.0000583	0.0000117	0.0625	0.0184	3.82	2.48	0.00113	0.02814
630-08-0	Carbon monoxide	28.0101	132.9	132.86	3494000	303.91	303.91											
75-45-6	R22	86.468446	369.3	115.73	0.379	1721.3	0.000034	26209.45066706	92.95357945	36.74908955	0.0134353	0.00000488	0.17701	0.00259	81.61	0.8	0.03856	0.00153
75-45-6	R22	86.468446	369.3	200	16670	1499.7	0.875	21870.46404678	92.002426544	46.606492394	0.000544	0.00000837	0.12911	0.00554	4.48	0.814	0.02346	0.001809
75-45-6	R22	86.468446	369.3	225	70910	1430.3	3.371	20602.83662842	93.472390126	50.929914694	0.0003794	0.0000094	0.11685	0.00668	3.51	0.828	0.01927	0.002001
75-45-6	R22	86.468446	369.3	232.34	101330	1409.2	4.704	20211.9992525	94.25060614	52.399878276	0.0003454	0.0000097	0.11337	0.00705	3.32	0.834	0.01808	0.002074
75-45-6	R22	86.468446	369.3	250	216900	1356.3	9.605	19213.2887012	96.585254182	56.63683213	0.0002796	0.00001041	0.10522	0.00799	2.97	0.854	0.01525	0.002292
75-45-6	R22	86.468446	369.3	275	528650	1275.2	22.5	17600.6521833	101.513955604	64.591929162	0.0002117	0.00001144	0.09391	0.00953	2.65	0.897	0.01142	0.002742
75-45-6	R22	86.468446	369.3	300	1097000	1183.4	46.54	15640.41251248	109.38258419	76.52457471	0.000161	0.00001261	0.08264	0.01151	2.47	0.97	0.00782	0.00351
75-45-6	R22	86.468446	369.3	325	2026400	1073.2	90.19	13118.12794266	124.341625348	98.487559994	0.0001201	0.00001421	0.07101	0.01452	2.43	1.11	0.00451	0.005155
75-45-6	R22	86.468446	369.3	350	3442700	920.1	177.54	9425.060614	172.591018216	169.132280376	0.0000831	0.00001733	0.0583	0.02129	2.85	1.59	0.00162	0.01135
75-45-6	R22	86.468446	369.3	369.3	4990000	523.8	523.8											
306-83-2	R123	152.93055	456.85	166	0	1771	0.0005	34209.0347295	142.07248095	72.4890807	0.00717	0.00000557	0.11383	0.00499	58.52	0.53	0.03207	
306-83-2	R123	152.93055	456.85	210	620	1672.1	0.054	31414.993581	142.2254115	83.8059414	0.0016906	0.00000739	0.10192	0.00661	15.43	0.61	0.02619	0.001333
306-83-2	R123	152.93055	456.85	255	13270	1569.4	0.967	28813.6449255	148.3426335	94.816941	0.00072919	0.00000917	0.08973	0.00842	7.88	0.68	0.02043	0.001495
306-83-2	R123	152.93055	456.85	301	101300	1456.6	6.471	26027.2503045	156.44795265	107.20431555	0.00040578	0.00001089	0.07705	0.0105	5.38	0.72	0.01484	0.001771
306-83-2	R123	152.93055	456.85	325	224800	1392.7	13.752	24406.1864745	161.1887997	114.54498195	0.0003139	0.00001165	0.07036	0.01174	4.7	0.74	0.01207	0.001989
306-83-2	R123	152.93055	456.85	350	451500	1320.8	26.977	22515.9648765	167.3060217	123.5678844	0.00024414	0.00001258	0.06341	0.01319	4.21	0.77	0.00931	0.002322
306-83-2	R123	152.93055	456.85	375	818500	1240.6	49.027	20316.8235675	175.5642714	135.34353675	0.00019027	0.00001373	0.05646	0.01489	3.87	0.82	0.0067	0.002866
306-83-2	R123	152.93055	456.85	400	1372000	1146.8	85.321	17632.892415	189.17509035	153.5422722	0.00014585	0.00001533	0.04951	0.01696	3.64	0.91	0.00427	0.003907
306-83-2	R123	152.93055	456.85	425	2167000	1026.4	148.41	14053.85875335	219.9141309	194.68059015	0.00010617	0.00001796	0.04256	0.01971	3.59	1.16	0.00208	0.006604
306-83-2	R123	152.93055	456.85	447	3126000	857.44	265.82	8943.0727029	357.857487	389.9729025	0.00007178	0.00002328	0.03644	0.02306	4.61	2.57	0.00049	0.019644
354-33-6	R125	182.56392	339.4	172.52	2914	1690.7	0.2446	34734.6114192	188.9536572	103.87887048	0.0011524	0.00000743	0.11602	0.00523	10.28	0.81	0.02179	0.001906
354-33-6	R125	182.56392	339.4	200	24600	1600.5	1.804	32317.4651184	195.16083048	115.19783352	0.000631	0.00000863	0.10306	0.00704	6.54	0.774	0.01743	0.002101
354-33-6	R125	182.56392	339.4	225.06	101320	1513.6	6.79	29958.739272	203.5587708	127.24705224	0.0004111	0.00000971	0.0913	0.00875	5.02	0.774	0.01363	0.002391
354-33-6	R125	182.56392	339.4	240	200040	1458.2	12.918	28406.945952	209.76594408	135.82755648	0.0003274	0.00001035	0.08444	0.00981	4.45	0.785	0.01145	0.002643
354-33-6	R125	182.56392	339.4	260	432500	1378	27.179	26070.127776	219.9895236	149.51985048	0.0002454	0.00001125	0.07552	0.01136	3.92	0.811	0.00866	0.00314
354-33-6	R125	182.56392	339.4	280	827820	1287.2	52.22	23295.156192	234.77720112	167.77624248	0.0001847	0.00001227	0.06694	0.01317	3.55	0.856	0.00604	0.003991
354-33-6	R125	182.56392	339.4	300	1446300	1178.2	95.71	19786.2776496	260.153586	201.55056768	0.0001369	0.00001364	0.05867	0.01568	3.32	0.961	0.00362	0.005741
354-33-6	R125	182.56392	339.4	320	2360000	1031.3	177.36	14878.95948	325.51146936	299.95252056	0.0000956	0.0000161	0.05053	0.02057	3.37	1.29	0.00149	0.011184
354-33-6	R125	182.56392	339.4	330	2957900	921.1	255.28	11160.1324296	450.56775456	499.49488512	0.0000746	0.00001877	0.04666	0.02661	3.95	1.93	0.0006	0.02314
354-33-6	R125	182.56392	339.4	339.17	3617700	573.6	573.6											
811-97-2	R134a	102.030893	374.18	169.85	390	1591.1	0.0282	26884.11999657	120.39645374	59.688072405	0.001152	0.0000065	0.141	0.00234	9.65	1.63	0.02807	
811-97-2	R134a	102.030893	374.18	195	4270	1524	0.27	25362.83938194	122.4370716	65.911956878	0.000749	0.00000763	0.129	0.00476	6.95	1.03	0.02379	0.00177
811-97-2	R134a	102.030893	374.18	220	24430	1455.2	1.39	23861.96494591	125.49799839	72.543964923	0.000521	0.00000873	0.118	0.00708	5.47	0.876	0.01969	0.00193
811-97-2	R134a	102.030893	374.18	246.78	100000	1377.6	5.19	22157.02872388	130.59954304	80.910498149	0.000368	0.00000989	0.105	0.00949	4.47	0.827	0.01548	0.00218
811-97-2	R134a	102.030893	374.18	265	215670	1321.2	10.76	20879.60194352	134.68077876	87.950629766	0.000294	0.00001067	0.0973	0.0112	3.99	0.821	0.01275	0.00243
811-97-2	R134a	102.030893	374.18	285	440830	1254.5	21.48	19307.30588239	140.80263234	97.439502815	0.000231	0.00001154	0.0884	0.0131	3.59	0.841	0.00988	0.00283
811-97-2	R134a	102.030893	374.18	305	811970	1180.2	39.63	17478.91227983	148.96510378	110.19336444	0.000181	0.00001247	0.0794	0.01522	3.31	0.885	0.00717	0.00347
811-97-2	R134a	102.030893	374.18	325	1380300	1093.6	69.76	15262.80128387	161.20881094	129.57923411	0.000139	0.00001359	0.0702	0.01782	3.14	0.967	0.00467	0.00465
811-97-2	R134a	102.030893	374.18	345	2205900	984.7	121.84	12380.42855662	187.73684312	169.37128238	0.000104	0.00001523	0.0608	0.02162	3.13	1.17	0.00242	0.00743
811-97-2	R134a	102.030893	374.18	365	3369100	816.3	232.9	7836.99289133	310.17391472	365.27059694	0.0000687	0.00001921	0.0522	0.03102	4	2.22	0.000565	0.02155
75-37-6	R152a	66.049966	386.43	154.56	70	1190.3	0.003	26606.90780378	97.225549952	48.018325282	0.0019352	0.00000902	0.17133	0.00262	16.63	2.51	0.03165	
75-37-6	R152a	66.049966	386.43	190	2780	1125.8	0.117	24891.59018676	99.801498626	53.17022263	0.0007465	0.00000978	0.15502	0.0055	7.28	1.43	0.02585	
75-37-6	R152a	66.049966	386.43	220	22820	1069.2	0.837	23394.8979572	103.500296722	59.577069332	0.00043043	0.00001043	0.14121	0.00794	4.78	1.18	0.02111	0.001809
75-37-6	R152a	66.049966	386.43	249.13	101300	1010.8	3.38	21779.31578884	108.057744376	69.088264436	0.00030524	0.00001106	0.1278	0.01034	3.91	1.12	0.01669	0.00206
75-37-6	R152a	66.049966	386.43	270	235510	965.9	7.51	20467.56346408	112.218892234	77.476610118	0.00022677	0.00001151	0.1182	0.01205	3.26	1.12	0.01365	0.002321
